chars,fontSize,width,tracking,fontWeight
bK,12,15,90,SFProText-Regular
bL,12,14,90,SFProText-Regular
bM,12,17,90,SFProText-Regular
bN,12,16,90,SFProText-Regular
bO,12,16,90,SFProText-Regular
bP,12,15,90,SFProText-Regular
bQ,12,16,90,SFProText-Regular
bR,12,15,90,SFProText-Regular
bS,12,15,90,SFProText-Regular
bT,12,14,90,SFProText-Regular
bU,12,16,90,SFProText-Regular
bV,12,15,90,SFProText-Regular
bW,12,18,90,SFProText-Regular
bX,12,15,90,SFProText-Regular
bY,12,14,90,SFProText-Regular
bZ,12,15,90,SFProText-Regular
ba,12,14,90,SFProText-Regular
bb,12,15,90,SFProText-Regular
bc,12,14,90,SFProText-Regular
bd,12,14,90,SFProText-Regular
be,12,14,90,SFProText-Regular
bf,12,12,90,SFProText-Regular
bg,12,14,90,SFProText-Regular
bh,12,14,90,SFProText-Regular
bi,12,10,90,SFProText-Regular
bj,12,10,90,SFProText-Regular
bk,12,14,90,SFProText-Regular
bl,12,10,90,SFProText-Regular
bm,12,17,90,SFProText-Regular
bn,12,14,90,SFProText-Regular
bo,12,14,90,SFProText-Regular
bp,12,15,90,SFProText-Regular
bq,12,14,90,SFProText-Regular
br,12,12,90,SFProText-Regular
bs,12,14,90,SFProText-Regular
bt,12,12,90,SFProText-Regular
bu,12,14,90,SFProText-Regular
bv,12,14,90,SFProText-Regular
bw,12,17,90,SFProText-Regular
bx,12,13,90,SFProText-Regular
by,12,14,90,SFProText-Regular
bz,12,13,90,SFProText-Regular
cA,12,16,90,SFProText-Regular
cB,12,15,90,SFProText-Regular
cC,12,16,90,SFProText-Regular
cD,12,16,90,SFProText-Regular
cE,12,14,90,SFProText-Regular
cF,12,14,90,SFProText-Regular
cG,12,16,90,SFProText-Regular
cH,12,16,90,SFProText-Regular
cI,12,10,90,SFProText-Regular
cJ,12,14,90,SFProText-Regular
cK,12,16,90,SFProText-Regular
cL,12,14,90,SFProText-Regular
cM,12,18,90,SFProText-Regular
cN,12,16,90,SFProText-Regular
cO,12,17,90,SFProText-Regular
cP,12,15,90,SFProText-Regular
cQ,12,17,90,SFProText-Regular
cR,12,15,90,SFProText-Regular
cS,12,15,90,SFProText-Regular
cT,12,14,90,SFProText-Regular
cU,12,16,90,SFProText-Regular
cV,12,16,90,SFProText-Regular
cW,12,19,90,SFProText-Regular
cX,12,15,90,SFProText-Regular
cY,12,15,90,SFProText-Regular
cZ,12,15,90,SFProText-Regular
ca,12,14,90,SFProText-Regular
cb,12,15,90,SFProText-Regular
cc,12,14,90,SFProText-Regular
cd,12,14,90,SFProText-Regular
ce,12,14,90,SFProText-Regular
cf,12,12,90,SFProText-Regular
cg,12,14,90,SFProText-Regular
ch,12,14,90,SFProText-Regular
ci,12,10,90,SFProText-Regular
cj,12,10,90,SFProText-Regular
ck,12,14,90,SFProText-Regular
cl,12,10,90,SFProText-Regular
cm,12,18,90,SFProText-Regular
cn,12,14,90,SFProText-Regular
co,12,15,90,SFProText-Regular
cp,12,15,90,SFProText-Regular
cq,12,14,90,SFProText-Regular
cr,12,12,90,SFProText-Regular
cs,12,14,90,SFProText-Regular
ct,12,12,90,SFProText-Regular
cu,12,14,90,SFProText-Regular
cv,12,14,90,SFProText-Regular
cw,12,17,90,SFProText-Regular
cx,12,14,90,SFProText-Regular
cy,12,14,90,SFProText-Regular
cz,12,14,90,SFProText-Regular
dA,12,17,90,SFProText-Regular
dB,12,16,90,SFProText-Regular
dC,12,17,90,SFProText-Regular
dD,12,17,90,SFProText-Regular
dE,12,15,90,SFProText-Regular
dF,12,15,90,SFProText-Regular
dG,12,17,90,SFProText-Regular
dH,12,17,90,SFProText-Regular
dI,12,11,90,SFProText-Regular
dJ,12,14,90,SFProText-Regular
dK,12,16,90,SFProText-Regular
dL,12,15,90,SFProText-Regular
dM,12,18,90,SFProText-Regular
dN,12,17,90,SFProText-Regular
dO,12,17,90,SFProText-Regular
dP,12,16,90,SFProText-Regular
dQ,12,17,90,SFProText-Regular
dR,12,16,90,SFProText-Regular
dS,12,16,90,SFProText-Regular
dT,12,16,90,SFProText-Regular
dU,12,17,90,SFProText-Regular
dV,12,17,90,SFProText-Regular
dW,12,20,90,SFProText-Regular
dX,12,16,90,SFProText-Regular
dY,12,16,90,SFProText-Regular
dZ,12,16,90,SFProText-Regular
da,12,15,90,SFProText-Regular
db,12,16,90,SFProText-Regular
dc,12,15,90,SFProText-Regular
dd,12,15,90,SFProText-Regular
de,12,15,90,SFProText-Regular
df,12,13,90,SFProText-Regular
dg,12,15,90,SFProText-Regular
dh,12,15,90,SFProText-Regular
di,12,11,90,SFProText-Regular
dj,12,11,90,SFProText-Regular
dk,12,15,90,SFProText-Regular
dl,12,11,90,SFProText-Regular
dm,12,18,90,SFProText-Regular
dn,12,15,90,SFProText-Regular
do,12,15,90,SFProText-Regular
dp,12,16,90,SFProText-Regular
dq,12,15,90,SFProText-Regular
dr,12,13,90,SFProText-Regular
ds,12,15,90,SFProText-Regular
dt,12,13,90,SFProText-Regular
du,12,15,90,SFProText-Regular
dv,12,15,90,SFProText-Regular
dw,12,18,90,SFProText-Regular
dx,12,15,90,SFProText-Regular
dy,12,15,90,SFProText-Regular
dz,12,15,90,SFProText-Regular
eA,12,16,90,SFProText-Regular
eB,12,16,90,SFProText-Regular
eC,12,16,90,SFProText-Regular
eD,12,16,90,SFProText-Regular
eE,12,15,90,SFProText-Regular
eF,12,15,90,SFProText-Regular
eG,12,17,90,SFProText-Regular
eH,12,16,90,SFProText-Regular
eI,12,11,90,SFProText-Regular
eJ,12,14,90,SFProText-Regular
eK,12,16,90,SFProText-Regular
eL,12,15,90,SFProText-Regular
eM,12,18,90,SFProText-Regular
eN,12,16,90,SFProText-Regular
eO,12,17,90,SFProText-Regular
eP,12,15,90,SFProText-Regular
eQ,12,17,90,SFProText-Regular
eR,12,16,90,SFProText-Regular
eS,12,15,90,SFProText-Regular
eT,12,14,90,SFProText-Regular
eU,12,16,90,SFProText-Regular
eV,12,15,90,SFProText-Regular
eW,12,19,90,SFProText-Regular
eX,12,16,90,SFProText-Regular
eY,12,15,90,SFProText-Regular
eZ,12,15,90,SFProText-Regular
ea,12,14,90,SFProText-Regular
eb,12,15,90,SFProText-Regular
ec,12,15,90,SFProText-Regular
ed,12,15,90,SFProText-Regular
ee,12,15,90,SFProText-Regular
ef,12,12,90,SFProText-Regular
eg,12,15,90,SFProText-Regular
eh,12,15,90,SFProText-Regular
ei,12,11,90,SFProText-Regular
ej,12,11,90,SFProText-Regular
ek,12,15,90,SFProText-Regular
el,12,10,90,SFProText-Regular
em,12,18,90,SFProText-Regular
en,12,14,90,SFProText-Regular
eo,12,15,90,SFProText-Regular
ep,12,15,90,SFProText-Regular
eq,12,15,90,SFProText-Regular
er,12,13,90,SFProText-Regular
es,12,14,90,SFProText-Regular
et,12,12,90,SFProText-Regular
eu,12,14,90,SFProText-Regular
ev,12,14,90,SFProText-Regular
ew,12,17,90,SFProText-Regular
ex,12,14,90,SFProText-Regular
ey,12,14,90,SFProText-Regular
ez,12,14,90,SFProText-Regular
fA,12,13,90,SFProText-Regular
fB,12,13,90,SFProText-Regular
fC,12,14,90,SFProText-Regular
fD,12,14,90,SFProText-Regular
fE,12,12,90,SFProText-Regular
fF,12,12,90,SFProText-Regular
fG,12,14,90,SFProText-Regular
fH,12,14,90,SFProText-Regular
fI,12,8,90,SFProText-Regular
fJ,12,11,90,SFProText-Regular
fK,12,13,90,SFProText-Regular
fL,12,12,90,SFProText-Regular
fM,12,15,90,SFProText-Regular
fN,12,14,90,SFProText-Regular
fO,12,14,90,SFProText-Regular
fP,12,13,90,SFProText-Regular
fQ,12,14,90,SFProText-Regular
fR,12,13,90,SFProText-Regular
fS,12,13,90,SFProText-Regular
fT,12,13,90,SFProText-Regular
fU,12,14,90,SFProText-Regular
fV,12,14,90,SFProText-Regular
fW,12,17,90,SFProText-Regular
fX,12,13,90,SFProText-Regular
fY,12,13,90,SFProText-Regular
fZ,12,13,90,SFProText-Regular
fa,12,11,90,SFProText-Regular
fb,12,13,90,SFProText-Regular
fc,12,12,90,SFProText-Regular
fd,12,12,90,SFProText-Regular
fe,12,12,90,SFProText-Regular
ff,12,10,90,SFProText-Regular
fg,12,12,90,SFProText-Regular
fh,12,12,90,SFProText-Regular
fi,12,8,90,SFProText-Regular
fj,12,8,90,SFProText-Regular
fk,12,12,90,SFProText-Regular
fl,12,8,90,SFProText-Regular
fm,12,15,90,SFProText-Regular
fn,12,12,90,SFProText-Regular
fo,12,12,90,SFProText-Regular
fp,12,13,90,SFProText-Regular
fq,12,12,90,SFProText-Regular
fr,12,10,90,SFProText-Regular
fs,12,11,90,SFProText-Regular
ft,12,10,90,SFProText-Regular
fu,12,12,90,SFProText-Regular
fv,12,12,90,SFProText-Regular
fw,12,15,90,SFProText-Regular
fx,12,12,90,SFProText-Regular
fy,12,12,90,SFProText-Regular
fz,12,12,90,SFProText-Regular
gA,12,17,90,SFProText-Regular
gB,12,16,90,SFProText-Regular
gC,12,17,90,SFProText-Regular
gD,12,17,90,SFProText-Regular
gE,12,15,90,SFProText-Regular
gF,12,15,90,SFProText-Regular
gG,12,17,90,SFProText-Regular
gH,12,17,90,SFProText-Regular
gI,12,11,90,SFProText-Regular
gJ,12,14,90,SFProText-Regular
gK,12,16,90,SFProText-Regular
gL,12,15,90,SFProText-Regular
gM,12,18,90,SFProText-Regular
gN,12,17,90,SFProText-Regular
gO,12,17,90,SFProText-Regular
gP,12,16,90,SFProText-Regular
gQ,12,17,90,SFProText-Regular
gR,12,16,90,SFProText-Regular
gS,12,16,90,SFProText-Regular
gT,12,16,90,SFProText-Regular
gU,12,17,90,SFProText-Regular
gV,12,17,90,SFProText-Regular
gW,12,20,90,SFProText-Regular
gX,12,16,90,SFProText-Regular
gY,12,16,90,SFProText-Regular
gZ,12,16,90,SFProText-Regular
ga,12,15,90,SFProText-Regular
gb,12,16,90,SFProText-Regular
gc,12,15,90,SFProText-Regular
gd,12,15,90,SFProText-Regular
ge,12,15,90,SFProText-Regular
gf,12,13,90,SFProText-Regular
gg,12,15,90,SFProText-Regular
gh,12,15,90,SFProText-Regular
gi,12,11,90,SFProText-Regular
gj,12,11,90,SFProText-Regular
gk,12,15,90,SFProText-Regular
gl,12,11,90,SFProText-Regular
gm,12,18,90,SFProText-Regular
gn,12,15,90,SFProText-Regular
go,12,15,90,SFProText-Regular
gp,12,16,90,SFProText-Regular
gq,12,15,90,SFProText-Regular
gr,12,13,90,SFProText-Regular
gs,12,15,90,SFProText-Regular
gt,12,13,90,SFProText-Regular
gu,12,15,90,SFProText-Regular
gv,12,15,90,SFProText-Regular
gw,12,18,90,SFProText-Regular
gx,12,15,90,SFProText-Regular
gy,12,15,90,SFProText-Regular
gz,12,15,90,SFProText-Regular
hA,12,15,90,SFProText-Regular
hB,12,15,90,SFProText-Regular
hC,12,16,90,SFProText-Regular
hD,12,16,90,SFProText-Regular
hE,12,14,90,SFProText-Regular
hF,12,14,90,SFProText-Regular
hG,12,16,90,SFProText-Regular
hH,12,15,90,SFProText-Regular
hI,12,10,90,SFProText-Regular
hJ,12,13,90,SFProText-Regular
hK,12,15,90,SFProText-Regular
hL,12,14,90,SFProText-Regular
hM,12,17,90,SFProText-Regular
hN,12,15,90,SFProText-Regular
hO,12,16,90,SFProText-Regular
hP,12,15,90,SFProText-Regular
hQ,12,16,90,SFProText-Regular
hR,12,15,90,SFProText-Regular
hS,12,15,90,SFProText-Regular
hT,12,14,90,SFProText-Regular
hU,12,15,90,SFProText-Regular
hV,12,15,90,SFProText-Regular
hW,12,18,90,SFProText-Regular
hX,12,15,90,SFProText-Regular
hY,12,14,90,SFProText-Regular
hZ,12,15,90,SFProText-Regular
ha,12,13,90,SFProText-Regular
hb,12,14,90,SFProText-Regular
hc,12,14,90,SFProText-Regular
hd,12,14,90,SFProText-Regular
he,12,14,90,SFProText-Regular
hf,12,12,90,SFProText-Regular
hg,12,14,90,SFProText-Regular
hh,12,14,90,SFProText-Regular
hi,12,10,90,SFProText-Regular
hj,12,10,90,SFProText-Regular
hk,12,14,90,SFProText-Regular
hl,12,10,90,SFProText-Regular
hm,12,17,90,SFProText-Regular
hn,12,14,90,SFProText-Regular
ho,12,14,90,SFProText-Regular
hp,12,14,90,SFProText-Regular
hq,12,14,90,SFProText-Regular
hr,12,12,90,SFProText-Regular
hs,12,13,90,SFProText-Regular
ht,12,11,90,SFProText-Regular
hu,12,14,90,SFProText-Regular
hv,12,13,90,SFProText-Regular
hw,12,16,90,SFProText-Regular
hx,12,13,90,SFProText-Regular
hy,12,13,90,SFProText-Regular
hz,12,13,90,SFProText-Regular
iA,12,12,90,SFProText-Regular
iB,12,12,90,SFProText-Regular
iC,12,12,90,SFProText-Regular
iD,12,12,90,SFProText-Regular
iE,12,11,90,SFProText-Regular
iF,12,11,90,SFProText-Regular
iG,12,13,90,SFProText-Regular
iH,12,12,90,SFProText-Regular
iI,12,7,90,SFProText-Regular
iJ,12,10,90,SFProText-Regular
iK,12,12,90,SFProText-Regular
iL,12,11,90,SFProText-Regular
iM,12,14,90,SFProText-Regular
iN,12,12,90,SFProText-Regular
iO,12,13,90,SFProText-Regular
iP,12,11,90,SFProText-Regular
iQ,12,13,90,SFProText-Regular
iR,12,12,90,SFProText-Regular
iS,12,11,90,SFProText-Regular
iT,12,11,90,SFProText-Regular
iU,12,12,90,SFProText-Regular
iV,12,12,90,SFProText-Regular
iW,12,15,90,SFProText-Regular
iX,12,12,90,SFProText-Regular
iY,12,12,90,SFProText-Regular
iZ,12,11,90,SFProText-Regular
ia,12,10,90,SFProText-Regular
ib,12,11,90,SFProText-Regular
ic,12,11,90,SFProText-Regular
id,12,11,90,SFProText-Regular
ie,12,11,90,SFProText-Regular
if,12,8,90,SFProText-Regular
ig,12,11,90,SFProText-Regular
ih,12,11,90,SFProText-Regular
ii,12,7,90,SFProText-Regular
ij,12,7,90,SFProText-Regular
ik,12,11,90,SFProText-Regular
il,12,6,90,SFProText-Regular
im,12,14,90,SFProText-Regular
in,12,10,90,SFProText-Regular
io,12,11,90,SFProText-Regular
ip,12,11,90,SFProText-Regular
iq,12,11,90,SFProText-Regular
ir,12,9,90,SFProText-Regular
is,12,10,90,SFProText-Regular
it,12,8,90,SFProText-Regular
iu,12,10,90,SFProText-Regular
iv,12,10,90,SFProText-Regular
iw,12,13,90,SFProText-Regular
ix,12,10,90,SFProText-Regular
iy,12,10,90,SFProText-Regular
iz,12,10,90,SFProText-Regular
jA,12,13,90,SFProText-Regular
jB,12,13,90,SFProText-Regular
jC,12,13,90,SFProText-Regular
jD,12,13,90,SFProText-Regular
jE,12,12,90,SFProText-Regular
jF,12,12,90,SFProText-Regular
jG,12,14,90,SFProText-Regular
jH,12,13,90,SFProText-Regular
jI,12,8,90,SFProText-Regular
jJ,12,11,90,SFProText-Regular
jK,12,13,90,SFProText-Regular
jL,12,12,90,SFProText-Regular
jM,12,15,90,SFProText-Regular
jN,12,13,90,SFProText-Regular
jO,12,14,90,SFProText-Regular
jP,12,12,90,SFProText-Regular
jQ,12,14,90,SFProText-Regular
jR,12,13,90,SFProText-Regular
jS,12,12,90,SFProText-Regular
jT,12,12,90,SFProText-Regular
jU,12,13,90,SFProText-Regular
jV,12,13,90,SFProText-Regular
jW,12,16,90,SFProText-Regular
jX,12,13,90,SFProText-Regular
jY,12,13,90,SFProText-Regular
jZ,12,12,90,SFProText-Regular
ja,12,11,90,SFProText-Regular
jb,12,12,90,SFProText-Regular
jc,12,12,90,SFProText-Regular
jd,12,12,90,SFProText-Regular
je,12,12,90,SFProText-Regular
jf,12,9,90,SFProText-Regular
jg,12,12,90,SFProText-Regular
jh,12,12,90,SFProText-Regular
ji,12,8,90,SFProText-Regular
jj,12,8,90,SFProText-Regular
jk,12,12,90,SFProText-Regular
jl,12,7,90,SFProText-Regular
jm,12,15,90,SFProText-Regular
jn,12,11,90,SFProText-Regular
jo,12,12,90,SFProText-Regular
jp,12,12,90,SFProText-Regular
jq,12,12,90,SFProText-Regular
jr,12,10,90,SFProText-Regular
js,12,11,90,SFProText-Regular
jt,12,9,90,SFProText-Regular
ju,12,11,90,SFProText-Regular
jv,12,11,90,SFProText-Regular
jw,12,14,90,SFProText-Regular
jx,12,11,90,SFProText-Regular
jy,12,11,90,SFProText-Regular
jz,12,11,90,SFProText-Regular
kA,12,15,90,SFProText-Regular
kB,12,14,90,SFProText-Regular
kC,12,15,90,SFProText-Regular
kD,12,15,90,SFProText-Regular
kE,12,13,90,SFProText-Regular
kF,12,13,90,SFProText-Regular
kG,12,15,90,SFProText-Regular
kH,12,15,90,SFProText-Regular
kI,12,9,90,SFProText-Regular
kJ,12,12,90,SFProText-Regular
kK,12,14,90,SFProText-Regular
kL,12,13,90,SFProText-Regular
kM,12,16,90,SFProText-Regular
kN,12,15,90,SFProText-Regular
kO,12,15,90,SFProText-Regular
kP,12,14,90,SFProText-Regular
kQ,12,15,90,SFProText-Regular
kR,12,14,90,SFProText-Regular
kS,12,14,90,SFProText-Regular
kT,12,13,90,SFProText-Regular
kU,12,15,90,SFProText-Regular
kV,12,14,90,SFProText-Regular
kW,12,18,90,SFProText-Regular
kX,12,14,90,SFProText-Regular
kY,12,14,90,SFProText-Regular
kZ,12,14,90,SFProText-Regular
ka,12,13,90,SFProText-Regular
kb,12,14,90,SFProText-Regular
kc,12,13,90,SFProText-Regular
kd,12,13,90,SFProText-Regular
ke,12,13,90,SFProText-Regular
kf,12,11,90,SFProText-Regular
kg,12,13,90,SFProText-Regular
kh,12,13,90,SFProText-Regular
ki,12,9,90,SFProText-Regular
kj,12,9,90,SFProText-Regular
kk,12,13,90,SFProText-Regular
kl,12,9,90,SFProText-Regular
km,12,16,90,SFProText-Regular
kn,12,13,90,SFProText-Regular
ko,12,13,90,SFProText-Regular
kp,12,14,90,SFProText-Regular
kq,12,13,90,SFProText-Regular
kr,12,11,90,SFProText-Regular
ks,12,12,90,SFProText-Regular
kt,12,11,90,SFProText-Regular
ku,12,13,90,SFProText-Regular
kv,12,13,90,SFProText-Regular
kw,12,16,90,SFProText-Regular
kx,12,13,90,SFProText-Regular
ky,12,13,90,SFProText-Regular
kz,12,13,90,SFProText-Regular
lA,12,11,90,SFProText-Regular
lB,12,11,90,SFProText-Regular
lC,12,11,90,SFProText-Regular
lD,12,11,90,SFProText-Regular
lE,12,10,90,SFProText-Regular
lF,12,10,90,SFProText-Regular
lG,12,12,90,SFProText-Regular
lH,12,11,90,SFProText-Regular
lI,12,6,90,SFProText-Regular
lJ,12,9,90,SFProText-Regular
lK,12,11,90,SFProText-Regular
lL,12,10,90,SFProText-Regular
lM,12,13,90,SFProText-Regular
lN,12,11,90,SFProText-Regular
lO,12,12,90,SFProText-Regular
lP,12,10,90,SFProText-Regular
lQ,12,12,90,SFProText-Regular
lR,12,11,90,SFProText-Regular
lS,12,10,90,SFProText-Regular
lT,12,10,90,SFProText-Regular
lU,12,11,90,SFProText-Regular
lV,12,11,90,SFProText-Regular
lW,12,14,90,SFProText-Regular
lX,12,11,90,SFProText-Regular
lY,12,11,90,SFProText-Regular
lZ,12,10,90,SFProText-Regular
la,12,9,90,SFProText-Regular
lb,12,10,90,SFProText-Regular
lc,12,10,90,SFProText-Regular
ld,12,10,90,SFProText-Regular
le,12,10,90,SFProText-Regular
lf,12,7,90,SFProText-Regular
lg,12,10,90,SFProText-Regular
lh,12,10,90,SFProText-Regular
li,12,6,90,SFProText-Regular
lj,12,6,90,SFProText-Regular
lk,12,10,90,SFProText-Regular
ll,12,5,90,SFProText-Regular
lm,12,13,90,SFProText-Regular
ln,12,9,90,SFProText-Regular
lo,12,10,90,SFProText-Regular
lp,12,10,90,SFProText-Regular
lq,12,10,90,SFProText-Regular
lr,12,8,90,SFProText-Regular
ls,12,9,90,SFProText-Regular
lt,12,7,90,SFProText-Regular
lu,12,9,90,SFProText-Regular
lv,12,9,90,SFProText-Regular
lw,12,12,90,SFProText-Regular
lx,12,9,90,SFProText-Regular
ly,12,9,90,SFProText-Regular
lz,12,9,90,SFProText-Regular
mA,12,19,90,SFProText-Regular
mB,12,18,90,SFProText-Regular
mC,12,19,90,SFProText-Regular
mD,12,19,90,SFProText-Regular
mE,12,17,90,SFProText-Regular
mF,12,17,90,SFProText-Regular
mG,12,19,90,SFProText-Regular
mH,12,19,90,SFProText-Regular
mI,12,13,90,SFProText-Regular
mJ,12,16,90,SFProText-Regular
mK,12,18,90,SFProText-Regular
mL,12,17,90,SFProText-Regular
mM,12,20,90,SFProText-Regular
mN,12,19,90,SFProText-Regular
mO,12,19,90,SFProText-Regular
mP,12,18,90,SFProText-Regular
mQ,12,19,90,SFProText-Regular
mR,12,18,90,SFProText-Regular
mS,12,18,90,SFProText-Regular
mT,12,17,90,SFProText-Regular
mU,12,18,90,SFProText-Regular
mV,12,18,90,SFProText-Regular
mW,12,21,90,SFProText-Regular
mX,12,18,90,SFProText-Regular
mY,12,18,90,SFProText-Regular
mZ,12,18,90,SFProText-Regular
ma,12,17,90,SFProText-Regular
mb,12,18,90,SFProText-Regular
mc,12,17,90,SFProText-Regular
md,12,17,90,SFProText-Regular
me,12,17,90,SFProText-Regular
mf,12,15,90,SFProText-Regular
mg,12,17,90,SFProText-Regular
mh,12,17,90,SFProText-Regular
mi,12,13,90,SFProText-Regular
mj,12,13,90,SFProText-Regular
mk,12,17,90,SFProText-Regular
ml,12,13,90,SFProText-Regular
mm,12,20,90,SFProText-Regular
mn,12,17,90,SFProText-Regular
mo,12,17,90,SFProText-Regular
mp,12,18,90,SFProText-Regular
mq,12,17,90,SFProText-Regular
mr,12,15,90,SFProText-Regular
ms,12,17,90,SFProText-Regular
mt,12,15,90,SFProText-Regular
mu,12,17,90,SFProText-Regular
mv,12,17,90,SFProText-Regular
mw,12,20,90,SFProText-Regular
mx,12,17,90,SFProText-Regular
my,12,17,90,SFProText-Regular
mz,12,17,90,SFProText-Regular
nA,12,15,90,SFProText-Regular
nB,12,15,90,SFProText-Regular
nC,12,15,90,SFProText-Regular
nD,12,15,90,SFProText-Regular
nE,12,14,90,SFProText-Regular
nF,12,14,90,SFProText-Regular
nG,12,16,90,SFProText-Regular
nH,12,15,90,SFProText-Regular
nI,12,10,90,SFProText-Regular
nJ,12,13,90,SFProText-Regular
nK,12,15,90,SFProText-Regular
nL,12,14,90,SFProText-Regular
nM,12,17,90,SFProText-Regular
nN,12,15,90,SFProText-Regular
nO,12,16,90,SFProText-Regular
nP,12,14,90,SFProText-Regular
nQ,12,16,90,SFProText-Regular
nR,12,15,90,SFProText-Regular
nS,12,14,90,SFProText-Regular
nT,12,14,90,SFProText-Regular
nU,12,15,90,SFProText-Regular
nV,12,15,90,SFProText-Regular
nW,12,18,90,SFProText-Regular
nX,12,15,90,SFProText-Regular
nY,12,14,90,SFProText-Regular
nZ,12,14,90,SFProText-Regular
na,12,13,90,SFProText-Regular
nb,12,14,90,SFProText-Regular
nc,12,14,90,SFProText-Regular
nd,12,14,90,SFProText-Regular
ne,12,14,90,SFProText-Regular
nf,12,11,90,SFProText-Regular
ng,12,14,90,SFProText-Regular
nh,12,14,90,SFProText-Regular
ni,12,10,90,SFProText-Regular
nj,12,10,90,SFProText-Regular
nk,12,14,90,SFProText-Regular
nl,12,9,90,SFProText-Regular
nm,12,17,90,SFProText-Regular
nn,12,13,90,SFProText-Regular
no,12,14,90,SFProText-Regular
np,12,14,90,SFProText-Regular
nq,12,14,90,SFProText-Regular
nr,12,12,90,SFProText-Regular
ns,12,13,90,SFProText-Regular
nt,12,11,90,SFProText-Regular
nu,12,13,90,SFProText-Regular
nv,12,13,90,SFProText-Regular
nw,12,16,90,SFProText-Regular
nx,12,13,90,SFProText-Regular
ny,12,13,90,SFProText-Regular
nz,12,13,90,SFProText-Regular
oA,12,16,90,SFProText-Regular
oB,12,16,90,SFProText-Regular
oC,12,17,90,SFProText-Regular
oD,12,17,90,SFProText-Regular
oE,12,15,90,SFProText-Regular
oF,12,15,90,SFProText-Regular
oG,12,17,90,SFProText-Regular
oH,12,16,90,SFProText-Regular
oI,12,11,90,SFProText-Regular
oJ,12,14,90,SFProText-Regular
oK,12,16,90,SFProText-Regular
oL,12,15,90,SFProText-Regular
oM,12,18,90,SFProText-Regular
oN,12,16,90,SFProText-Regular
oO,12,17,90,SFProText-Regular
oP,12,16,90,SFProText-Regular
oQ,12,17,90,SFProText-Regular
oR,12,16,90,SFProText-Regular
oS,12,16,90,SFProText-Regular
oT,12,14,90,SFProText-Regular
oU,12,16,90,SFProText-Regular
oV,12,16,90,SFProText-Regular
oW,12,19,90,SFProText-Regular
oX,12,16,90,SFProText-Regular
oY,12,15,90,SFProText-Regular
oZ,12,16,90,SFProText-Regular
oa,12,14,90,SFProText-Regular
ob,12,15,90,SFProText-Regular
oc,12,15,90,SFProText-Regular
od,12,15,90,SFProText-Regular
oe,12,15,90,SFProText-Regular
of,12,13,90,SFProText-Regular
og,12,15,90,SFProText-Regular
oh,12,15,90,SFProText-Regular
oi,12,11,90,SFProText-Regular
oj,12,11,90,SFProText-Regular
ok,12,15,90,SFProText-Regular
ol,12,11,90,SFProText-Regular
om,12,18,90,SFProText-Regular
on,12,15,90,SFProText-Regular
oo,12,15,90,SFProText-Regular
op,12,15,90,SFProText-Regular
oq,12,15,90,SFProText-Regular
or,12,13,90,SFProText-Regular
os,12,14,90,SFProText-Regular
ot,12,12,90,SFProText-Regular
ou,12,15,90,SFProText-Regular
ov,12,14,90,SFProText-Regular
ow,12,17,90,SFProText-Regular
ox,12,14,90,SFProText-Regular
oy,12,14,90,SFProText-Regular
oz,12,14,90,SFProText-Regular
pA,12,15,90,SFProText-Regular
pB,12,15,90,SFProText-Regular
pC,12,16,90,SFProText-Regular
pD,12,16,90,SFProText-Regular
pE,12,14,90,SFProText-Regular
pF,12,14,90,SFProText-Regular
pG,12,16,90,SFProText-Regular
pH,12,16,90,SFProText-Regular
pI,12,10,90,SFProText-Regular
pJ,12,13,90,SFProText-Regular
pK,12,15,90,SFProText-Regular
pL,12,14,90,SFProText-Regular
pM,12,17,90,SFProText-Regular
pN,12,16,90,SFProText-Regular
pO,12,16,90,SFProText-Regular
pP,12,15,90,SFProText-Regular
pQ,12,16,90,SFProText-Regular
pR,12,15,90,SFProText-Regular
pS,12,15,90,SFProText-Regular
pT,12,14,90,SFProText-Regular
pU,12,16,90,SFProText-Regular
pV,12,15,90,SFProText-Regular
pW,12,18,90,SFProText-Regular
pX,12,15,90,SFProText-Regular
pY,12,14,90,SFProText-Regular
pZ,12,15,90,SFProText-Regular
pa,12,14,90,SFProText-Regular
pb,12,15,90,SFProText-Regular
pc,12,14,90,SFProText-Regular
