chars,fontSize,width,tracking,fontWeight
XH,12,17,40,SFProText-Regular
XI,12,11,40,SFProText-Regular
XJ,12,14,40,SFProText-Regular
XK,12,16,40,SFProText-Regular
XL,12,15,40,SFProText-Regular
XM,12,18,40,SFProText-Regular
XN,12,17,40,SFProText-Regular
XO,12,17,40,SFProText-Regular
XP,12,16,40,SFProText-Regular
XQ,12,17,40,SFProText-Regular
XR,12,16,40,SFProText-Regular
XS,12,16,40,SFProText-Regular
XT,12,16,40,SFProText-Regular
XU,12,17,40,SFProText-Regular
XV,12,17,40,SFProText-Regular
XW,12,20,40,SFProText-Regular
XX,12,16,40,SFProText-Regular
XY,12,16,40,SFProText-Regular
XZ,12,16,40,SFProText-Regular
Xa,12,15,40,SFProText-Regular
Xb,12,16,40,SFProText-Regular
Xc,12,15,40,SFProText-Regular
Xd,12,15,40,SFProText-Regular
Xe,12,15,40,SFProText-Regular
Xf,12,13,40,SFProText-Regular
Xg,12,15,40,SFProText-Regular
Xh,12,15,40,SFProText-Regular
Xi,12,11,40,SFProText-Regular
Xj,12,11,40,SFProText-Regular
Xk,12,15,40,SFProText-Regular
Xl,12,11,40,SFProText-Regular
Xm,12,18,40,SFProText-Regular
Xn,12,15,40,SFProText-Regular
Xo,12,15,40,SFProText-Regular
Xp,12,16,40,SFProText-Regular
Xq,12,15,40,SFProText-Regular
Xr,12,13,40,SFProText-Regular
Xs,12,15,40,SFProText-Regular
Xt,12,13,40,SFProText-Regular
Xu,12,15,40,SFProText-Regular
Xv,12,15,40,SFProText-Regular
Xw,12,18,40,SFProText-Regular
Xx,12,15,40,SFProText-Regular
Xy,12,15,40,SFProText-Regular
Xz,12,15,40,SFProText-Regular
YA,12,16,40,SFProText-Regular
YB,12,16,40,SFProText-Regular
YC,12,16,40,SFProText-Regular
YD,12,17,40,SFProText-Regular
YE,12,15,40,SFProText-Regular
YF,12,15,40,SFProText-Regular
YG,12,17,40,SFProText-Regular
YH,12,16,40,SFProText-Regular
YI,12,11,40,SFProText-Regular
YJ,12,13,40,SFProText-Regular
YK,12,16,40,SFProText-Regular
YL,12,15,40,SFProText-Regular
YM,12,18,40,SFProText-Regular
YN,12,16,40,SFProText-Regular
YO,12,17,40,SFProText-Regular
YP,12,16,40,SFProText-Regular
YQ,12,17,40,SFProText-Regular
YR,12,16,40,SFProText-Regular
YS,12,16,40,SFProText-Regular
YT,12,16,40,SFProText-Regular
YU,12,16,40,SFProText-Regular
YV,12,16,40,SFProText-Regular
YW,12,20,40,SFProText-Regular
YX,12,16,40,SFProText-Regular
YY,12,16,40,SFProText-Regular
YZ,12,16,40,SFProText-Regular
Ya,12,14,40,SFProText-Regular
Yb,12,15,40,SFProText-Regular
Yc,12,14,40,SFProText-Regular
Yd,12,14,40,SFProText-Regular
Ye,12,14,40,SFProText-Regular
Yf,12,12,40,SFProText-Regular
Yg,12,14,40,SFProText-Regular
Yh,12,15,40,SFProText-Regular
Yi,12,11,40,SFProText-Regular
Yj,12,11,40,SFProText-Regular
Yk,12,15,40,SFProText-Regular
Yl,12,11,40,SFProText-Regular
Ym,12,18,40,SFProText-Regular
Yn,12,14,40,SFProText-Regular
Yo,12,14,40,SFProText-Regular
Yp,12,15,40,SFProText-Regular
Yq,12,14,40,SFProText-Regular
Yr,12,12,40,SFProText-Regular
Ys,12,14,40,SFProText-Regular
Yt,12,12,40,SFProText-Regular
Yu,12,14,40,SFProText-Regular
Yv,12,14,40,SFProText-Regular
Yw,12,17,40,SFProText-Regular
Yx,12,14,40,SFProText-Regular
Yy,12,14,40,SFProText-Regular
Yz,12,14,40,SFProText-Regular
ZA,12,17,40,SFProText-Regular
ZB,12,16,40,SFProText-Regular
ZC,12,16,40,SFProText-Regular
ZD,12,17,40,SFProText-Regular
ZE,12,15,40,SFProText-Regular
ZF,12,15,40,SFProText-Regular
ZG,12,17,40,SFProText-Regular
ZH,12,17,40,SFProText-Regular
ZI,12,11,40,SFProText-Regular
ZJ,12,14,40,SFProText-Regular
ZK,12,16,40,SFProText-Regular
ZL,12,15,40,SFProText-Regular
ZM,12,18,40,SFProText-Regular
ZN,12,17,40,SFProText-Regular
ZO,12,17,40,SFProText-Regular
ZP,12,16,40,SFProText-Regular
ZQ,12,17,40,SFProText-Regular
ZR,12,16,40,SFProText-Regular
ZS,12,16,40,SFProText-Regular
ZT,12,16,40,SFProText-Regular
ZU,12,17,40,SFProText-Regular
ZV,12,17,40,SFProText-Regular
ZW,12,20,40,SFProText-Regular
ZX,12,16,40,SFProText-Regular
ZY,12,16,40,SFProText-Regular
ZZ,12,16,40,SFProText-Regular
Za,12,15,40,SFProText-Regular
Zb,12,16,40,SFProText-Regular
Zc,12,15,40,SFProText-Regular
Zd,12,15,40,SFProText-Regular
Ze,12,15,40,SFProText-Regular
Zf,12,13,40,SFProText-Regular
Zg,12,15,40,SFProText-Regular
Zh,12,15,40,SFProText-Regular
Zi,12,11,40,SFProText-Regular
Zj,12,11,40,SFProText-Regular
Zk,12,15,40,SFProText-Regular
Zl,12,11,40,SFProText-Regular
Zm,12,18,40,SFProText-Regular
Zn,12,15,40,SFProText-Regular
Zo,12,15,40,SFProText-Regular
Zp,12,16,40,SFProText-Regular
Zq,12,15,40,SFProText-Regular
Zr,12,13,40,SFProText-Regular
Zs,12,15,40,SFProText-Regular
Zt,12,13,40,SFProText-Regular
Zu,12,15,40,SFProText-Regular
Zv,12,15,40,SFProText-Regular
Zw,12,18,40,SFProText-Regular
Zx,12,15,40,SFProText-Regular
Zy,12,15,40,SFProText-Regular
Zz,12,15,40,SFProText-Regular
aA,12,15,40,SFProText-Regular
aB,12,15,40,SFProText-Regular
aC,12,15,40,SFProText-Regular
aD,12,15,40,SFProText-Regular
aE,12,14,40,SFProText-Regular
aF,12,14,40,SFProText-Regular
aG,12,16,40,SFProText-Regular
aH,12,15,40,SFProText-Regular
aI,12,10,40,SFProText-Regular
aJ,12,13,40,SFProText-Regular
aK,12,15,40,SFProText-Regular
aL,12,14,40,SFProText-Regular
aM,12,17,40,SFProText-Regular
aN,12,15,40,SFProText-Regular
aO,12,16,40,SFProText-Regular
aP,12,14,40,SFProText-Regular
aQ,12,16,40,SFProText-Regular
aR,12,15,40,SFProText-Regular
aS,12,14,40,SFProText-Regular
aT,12,14,40,SFProText-Regular
aU,12,15,40,SFProText-Regular
aV,12,15,40,SFProText-Regular
aW,12,18,40,SFProText-Regular
aX,12,15,40,SFProText-Regular
aY,12,14,40,SFProText-Regular
aZ,12,14,40,SFProText-Regular
aa,12,13,40,SFProText-Regular
ab,12,14,40,SFProText-Regular
ac,12,14,40,SFProText-Regular
ad,12,14,40,SFProText-Regular
ae,12,14,40,SFProText-Regular
af,12,11,40,SFProText-Regular
ag,12,14,40,SFProText-Regular
ah,12,14,40,SFProText-Regular
ai,12,10,40,SFProText-Regular
aj,12,10,40,SFProText-Regular
ak,12,14,40,SFProText-Regular
al,12,9,40,SFProText-Regular
am,12,17,40,SFProText-Regular
an,12,13,40,SFProText-Regular
ao,12,14,40,SFProText-Regular
ap,12,14,40,SFProText-Regular
aq,12,14,40,SFProText-Regular
ar,12,12,40,SFProText-Regular
as,12,13,40,SFProText-Regular
at,12,11,40,SFProText-Regular
au,12,13,40,SFProText-Regular
av,12,13,40,SFProText-Regular
aw,12,16,40,SFProText-Regular
ax,12,13,40,SFProText-Regular
ay,12,13,40,SFProText-Regular
az,12,13,40,SFProText-Regular
bA,12,15,40,SFProText-Regular
bB,12,14,40,SFProText-Regular
bC,12,15,40,SFProText-Regular
bD,12,15,40,SFProText-Regular
bE,12,13,40,SFProText-Regular
bF,12,13,40,SFProText-Regular
bG,12,15,40,SFProText-Regular
bH,12,15,40,SFProText-Regular
bI,12,9,40,SFProText-Regular
bJ,12,13,40,SFProText-Regular
bK,12,15,40,SFProText-Regular
bL,12,13,40,SFProText-Regular
bM,12,17,40,SFProText-Regular
bN,12,15,40,SFProText-Regular
bO,12,16,40,SFProText-Regular
bP,12,14,40,SFProText-Regular
bQ,12,16,40,SFProText-Regular
bR,12,14,40,SFProText-Regular
bS,12,14,40,SFProText-Regular
bT,12,13,40,SFProText-Regular
bU,12,15,40,SFProText-Regular
bV,12,14,40,SFProText-Regular
bW,12,18,40,SFProText-Regular
bX,12,14,40,SFProText-Regular
bY,12,14,40,SFProText-Regular
bZ,12,14,40,SFProText-Regular
ba,12,13,40,SFProText-Regular
bb,12,14,40,SFProText-Regular
bc,12,13,40,SFProText-Regular
bd,12,13,40,SFProText-Regular
be,12,13,40,SFProText-Regular
bf,12,11,40,SFProText-Regular
bg,12,13,40,SFProText-Regular
bh,12,13,40,SFProText-Regular
bi,12,9,40,SFProText-Regular
bj,12,9,40,SFProText-Regular
bk,12,13,40,SFProText-Regular
bl,12,9,40,SFProText-Regular
bm,12,17,40,SFProText-Regular
bn,12,13,40,SFProText-Regular
bo,12,14,40,SFProText-Regular
bp,12,14,40,SFProText-Regular
bq,12,13,40,SFProText-Regular
br,12,11,40,SFProText-Regular
bs,12,13,40,SFProText-Regular
bt,12,11,40,SFProText-Regular
bu,12,13,40,SFProText-Regular
bv,12,13,40,SFProText-Regular
bw,12,16,40,SFProText-Regular
bx,12,13,40,SFProText-Regular
by,12,13,40,SFProText-Regular
bz,12,13,40,SFProText-Regular
cA,12,15,40,SFProText-Regular
cB,12,15,40,SFProText-Regular
cC,12,16,40,SFProText-Regular
cD,12,16,40,SFProText-Regular
cE,12,14,40,SFProText-Regular
cF,12,14,40,SFProText-Regular
cG,12,16,40,SFProText-Regular
cH,12,15,40,SFProText-Regular
cI,12,10,40,SFProText-Regular
cJ,12,13,40,SFProText-Regular
cK,12,15,40,SFProText-Regular
cL,12,14,40,SFProText-Regular
cM,12,17,40,SFProText-Regular
cN,12,15,40,SFProText-Regular
cO,12,16,40,SFProText-Regular
cP,12,15,40,SFProText-Regular
cQ,12,16,40,SFProText-Regular
cR,12,15,40,SFProText-Regular
cS,12,15,40,SFProText-Regular
cT,12,14,40,SFProText-Regular
cU,12,15,40,SFProText-Regular
cV,12,15,40,SFProText-Regular
cW,12,18,40,SFProText-Regular
cX,12,15,40,SFProText-Regular
cY,12,15,40,SFProText-Regular
cZ,12,15,40,SFProText-Regular
ca,12,13,40,SFProText-Regular
cb,12,14,40,SFProText-Regular
cc,12,14,40,SFProText-Regular
cd,12,14,40,SFProText-Regular
ce,12,14,40,SFProText-Regular
cf,12,12,40,SFProText-Regular
cg,12,14,40,SFProText-Regular
ch,12,14,40,SFProText-Regular
ci,12,10,40,SFProText-Regular
cj,12,10,40,SFProText-Regular
ck,12,14,40,SFProText-Regular
cl,12,10,40,SFProText-Regular
cm,12,17,40,SFProText-Regular
cn,12,14,40,SFProText-Regular
co,12,14,40,SFProText-Regular
cp,12,14,40,SFProText-Regular
cq,12,14,40,SFProText-Regular
cr,12,12,40,SFProText-Regular
cs,12,13,40,SFProText-Regular
ct,12,11,40,SFProText-Regular
cu,12,14,40,SFProText-Regular
cv,12,14,40,SFProText-Regular
cw,12,17,40,SFProText-Regular
cx,12,13,40,SFProText-Regular
cy,12,14,40,SFProText-Regular
cz,12,13,40,SFProText-Regular
dA,12,16,40,SFProText-Regular
dB,12,15,40,SFProText-Regular
dC,12,16,40,SFProText-Regular
dD,12,16,40,SFProText-Regular
dE,12,14,40,SFProText-Regular
dF,12,14,40,SFProText-Regular
dG,12,16,40,SFProText-Regular
dH,12,16,40,SFProText-Regular
dI,12,10,40,SFProText-Regular
dJ,12,14,40,SFProText-Regular
dK,12,16,40,SFProText-Regular
dL,12,14,40,SFProText-Regular
dM,12,18,40,SFProText-Regular
dN,12,16,40,SFProText-Regular
dO,12,17,40,SFProText-Regular
dP,12,15,40,SFProText-Regular
dQ,12,17,40,SFProText-Regular
dR,12,15,40,SFProText-Regular
dS,12,15,40,SFProText-Regular
dT,12,15,40,SFProText-Regular
dU,12,16,40,SFProText-Regular
dV,12,16,40,SFProText-Regular
dW,12,19,40,SFProText-Regular
dX,12,16,40,SFProText-Regular
dY,12,16,40,SFProText-Regular
dZ,12,15,40,SFProText-Regular
da,12,14,40,SFProText-Regular
db,12,15,40,SFProText-Regular
dc,12,14,40,SFProText-Regular
dd,12,14,40,SFProText-Regular
de,12,14,40,SFProText-Regular
df,12,12,40,SFProText-Regular
dg,12,14,40,SFProText-Regular
dh,12,14,40,SFProText-Regular
di,12,10,40,SFProText-Regular
dj,12,10,40,SFProText-Regular
dk,12,14,40,SFProText-Regular
dl,12,10,40,SFProText-Regular
dm,12,18,40,SFProText-Regular
dn,12,14,40,SFProText-Regular
do,12,15,40,SFProText-Regular
dp,12,15,40,SFProText-Regular
dq,12,14,40,SFProText-Regular
dr,12,12,40,SFProText-Regular
ds,12,14,40,SFProText-Regular
dt,12,12,40,SFProText-Regular
du,12,14,40,SFProText-Regular
dv,12,14,40,SFProText-Regular
dw,12,17,40,SFProText-Regular
dx,12,14,40,SFProText-Regular
dy,12,14,40,SFProText-Regular
dz,12,14,40,SFProText-Regular
eA,12,15,40,SFProText-Regular
eB,12,15,40,SFProText-Regular
eC,12,16,40,SFProText-Regular
eD,12,16,40,SFProText-Regular
eE,12,14,40,SFProText-Regular
eF,12,14,40,SFProText-Regular
eG,12,16,40,SFProText-Regular
eH,12,15,40,SFProText-Regular
eI,12,10,40,SFProText-Regular
eJ,12,13,40,SFProText-Regular
eK,12,15,40,SFProText-Regular
eL,12,14,40,SFProText-Regular
eM,12,17,40,SFProText-Regular
eN,12,15,40,SFProText-Regular
eO,12,16,40,SFProText-Regular
eP,12,15,40,SFProText-Regular
eQ,12,16,40,SFProText-Regular
eR,12,15,40,SFProText-Regular
eS,12,15,40,SFProText-Regular
eT,12,14,40,SFProText-Regular
eU,12,15,40,SFProText-Regular
eV,12,15,40,SFProText-Regular
eW,12,18,40,SFProText-Regular
eX,12,15,40,SFProText-Regular
eY,12,14,40,SFProText-Regular
eZ,12,15,40,SFProText-Regular
ea,12,13,40,SFProText-Regular
eb,12,14,40,SFProText-Regular
ec,12,14,40,SFProText-Regular
ed,12,14,40,SFProText-Regular
ee,12,14,40,SFProText-Regular
ef,12,12,40,SFProText-Regular
eg,12,14,40,SFProText-Regular
eh,12,14,40,SFProText-Regular
ei,12,10,40,SFProText-Regular
ej,12,10,40,SFProText-Regular
ek,12,14,40,SFProText-Regular
el,12,10,40,SFProText-Regular
em,12,17,40,SFProText-Regular
en,12,14,40,SFProText-Regular
eo,12,14,40,SFProText-Regular
ep,12,14,40,SFProText-Regular
eq,12,14,40,SFProText-Regular
er,12,12,40,SFProText-Regular
es,12,13,40,SFProText-Regular
et,12,11,40,SFProText-Regular
eu,12,14,40,SFProText-Regular
ev,12,14,40,SFProText-Regular
ew,12,17,40,SFProText-Regular
ex,12,13,40,SFProText-Regular
ey,12,14,40,SFProText-Regular
ez,12,13,40,SFProText-Regular
fA,12,13,40,SFProText-Regular
fB,12,12,40,SFProText-Regular
fC,12,13,40,SFProText-Regular
fD,12,13,40,SFProText-Regular
fE,12,11,40,SFProText-Regular
fF,12,11,40,SFProText-Regular
fG,12,13,40,SFProText-Regular
fH,12,13,40,SFProText-Regular
fI,12,7,40,SFProText-Regular
fJ,12,10,40,SFProText-Regular
fK,12,13,40,SFProText-Regular
fL,12,11,40,SFProText-Regular
fM,12,15,40,SFProText-Regular
fN,12,13,40,SFProText-Regular
fO,12,14,40,SFProText-Regular
fP,12,12,40,SFProText-Regular
fQ,12,14,40,SFProText-Regular
fR,12,12,40,SFProText-Regular
fS,12,12,40,SFProText-Regular
fT,12,12,40,SFProText-Regular
fU,12,13,40,SFProText-Regular
fV,12,13,40,SFProText-Regular
fW,12,16,40,SFProText-Regular
fX,12,13,40,SFProText-Regular
fY,12,13,40,SFProText-Regular
fZ,12,12,40,SFProText-Regular
fa,12,11,40,SFProText-Regular
fb,12,12,40,SFProText-Regular
fc,12,11,40,SFProText-Regular
fd,12,11,40,SFProText-Regular
fe,12,11,40,SFProText-Regular
ff,12,9,40,SFProText-Regular
fg,12,11,40,SFProText-Regular
fh,12,11,40,SFProText-Regular
fi,12,7,40,SFProText-Regular
fj,12,7,40,SFProText-Regular
fk,12,11,40,SFProText-Regular
fl,12,7,40,SFProText-Regular
fm,12,15,40,SFProText-Regular
fn,12,11,40,SFProText-Regular
fo,12,11,40,SFProText-Regular
fp,12,12,40,SFProText-Regular
fq,12,11,40,SFProText-Regular
fr,12,9,40,SFProText-Regular
fs,12,11,40,SFProText-Regular
ft,12,9,40,SFProText-Regular
fu,12,11,40,SFProText-Regular
fv,12,11,40,SFProText-Regular
fw,12,14,40,SFProText-Regular
fx,12,11,40,SFProText-Regular
fy,12,11,40,SFProText-Regular
fz,12,11,40,SFProText-Regular
gA,12,16,40,SFProText-Regular
gB,12,15,40,SFProText-Regular
gC,12,16,40,SFProText-Regular
gD,12,16,40,SFProText-Regular
gE,12,14,40,SFProText-Regular
gF,12,14,40,SFProText-Regular
gG,12,16,40,SFProText-Regular
gH,12,16,40,SFProText-Regular
gI,12,10,40,SFProText-Regular
gJ,12,14,40,SFProText-Regular
gK,12,16,40,SFProText-Regular
gL,12,14,40,SFProText-Regular
gM,12,18,40,SFProText-Regular
gN,12,16,40,SFProText-Regular
gO,12,17,40,SFProText-Regular
gP,12,15,40,SFProText-Regular
gQ,12,17,40,SFProText-Regular
gR,12,15,40,SFProText-Regular
gS,12,15,40,SFProText-Regular
gT,12,15,40,SFProText-Regular
gU,12,16,40,SFProText-Regular
gV,12,16,40,SFProText-Regular
gW,12,19,40,SFProText-Regular
gX,12,16,40,SFProText-Regular
gY,12,16,40,SFProText-Regular
gZ,12,15,40,SFProText-Regular
ga,12,14,40,SFProText-Regular
gb,12,15,40,SFProText-Regular
gc,12,14,40,SFProText-Regular
gd,12,14,40,SFProText-Regular
ge,12,14,40,SFProText-Regular
gf,12,12,40,SFProText-Regular
gg,12,14,40,SFProText-Regular
gh,12,14,40,SFProText-Regular
gi,12,10,40,SFProText-Regular
gj,12,10,40,SFProText-Regular
gk,12,14,40,SFProText-Regular
gl,12,10,40,SFProText-Regular
gm,12,18,40,SFProText-Regular
gn,12,14,40,SFProText-Regular
go,12,15,40,SFProText-Regular
gp,12,15,40,SFProText-Regular
gq,12,14,40,SFProText-Regular
gr,12,12,40,SFProText-Regular
gs,12,14,40,SFProText-Regular
gt,12,12,40,SFProText-Regular
gu,12,14,40,SFProText-Regular
gv,12,14,40,SFProText-Regular
gw,12,17,40,SFProText-Regular
gx,12,14,40,SFProText-Regular
gy,12,14,40,SFProText-Regular
gz,12,14,40,SFProText-Regular
hA,12,15,40,SFProText-Regular
hB,12,14,40,SFProText-Regular
hC,12,15,40,SFProText-Regular
hD,12,15,40,SFProText-Regular
hE,12,13,40,SFProText-Regular
hF,12,13,40,SFProText-Regular
hG,12,15,40,SFProText-Regular
hH,12,15,40,SFProText-Regular
hI,12,9,40,SFProText-Regular
hJ,12,12,40,SFProText-Regular
hK,12,14,40,SFProText-Regular
hL,12,13,40,SFProText-Regular
hM,12,16,40,SFProText-Regular
hN,12,15,40,SFProText-Regular
hO,12,15,40,SFProText-Regular
hP,12,14,40,SFProText-Regular
hQ,12,15,40,SFProText-Regular
hR,12,14,40,SFProText-Regular
hS,12,14,40,SFProText-Regular
hT,12,13,40,SFProText-Regular
hU,12,15,40,SFProText-Regular
hV,12,14,40,SFProText-Regular
hW,12,17,40,SFProText-Regular
hX,12,14,40,SFProText-Regular
hY,12,14,40,SFProText-Regular
hZ,12,14,40,SFProText-Regular
ha,12,13,40,SFProText-Regular
hb,12,14,40,SFProText-Regular
hc,12,13,40,SFProText-Regular
hd,12,13,40,SFProText-Regular
he,12,13,40,SFProText-Regular
hf,12,11,40,SFProText-Regular
hg,12,13,40,SFProText-Regular
hh,12,13,40,SFProText-Regular
hi,12,9,40,SFProText-Regular
hj,12,9,40,SFProText-Regular
hk,12,13,40,SFProText-Regular
hl,12,9,40,SFProText-Regular
hm,12,16,40,SFProText-Regular
hn,12,13,40,SFProText-Regular
ho,12,13,40,SFProText-Regular
hp,12,14,40,SFProText-Regular
hq,12,13,40,SFProText-Regular
hr,12,11,40,SFProText-Regular
hs,12,13,40,SFProText-Regular
ht,12,11,40,SFProText-Regular
hu,12,13,40,SFProText-Regular
hv,12,13,40,SFProText-Regular
hw,12,16,40,SFProText-Regular
hx,12,13,40,SFProText-Regular
hy,12,13,40,SFProText-Regular
hz,12,13,40,SFProText-Regular
iA,12,12,40,SFProText-Regular
iB,12,11,40,SFProText-Regular
iC,12,12,40,SFProText-Regular
iD,12,12,40,SFProText-Regular
iE,12,10,40,SFProText-Regular
iF,12,10,40,SFProText-Regular
iG,12,12,40,SFProText-Regular
iH,12,12,40,SFProText-Regular
iI,12,6,40,SFProText-Regular
iJ,12,9,40,SFProText-Regular
iK,12,11,40,SFProText-Regular
iL,12,10,40,SFProText-Regular
iM,12,13,40,SFProText-Regular
iN,12,12,40,SFProText-Regular
iO,12,12,40,SFProText-Regular
iP,12,11,40,SFProText-Regular
iQ,12,12,40,SFProText-Regular
iR,12,11,40,SFProText-Regular
iS,12,11,40,SFProText-Regular
iT,12,11,40,SFProText-Regular
iU,12,12,40,SFProText-Regular
iV,12,12,40,SFProText-Regular
iW,12,15,40,SFProText-Regular
iX,12,11,40,SFProText-Regular
iY,12,11,40,SFProText-Regular
iZ,12,11,40,SFProText-Regular
ia,12,10,40,SFProText-Regular
ib,12,11,40,SFProText-Regular
ic,12,10,40,SFProText-Regular
id,12,10,40,SFProText-Regular
ie,12,10,40,SFProText-Regular
if,12,8,40,SFProText-Regular
ig,12,10,40,SFProText-Regular
ih,12,10,40,SFProText-Regular
ii,12,6,40,SFProText-Regular
ij,12,6,40,SFProText-Regular
ik,12,10,40,SFProText-Regular
il,12,6,40,SFProText-Regular
im,12,13,40,SFProText-Regular
in,12,10,40,SFProText-Regular
io,12,10,40,SFProText-Regular
ip,12,11,40,SFProText-Regular
iq,12,10,40,SFProText-Regular
ir,12,8,40,SFProText-Regular
is,12,10,40,SFProText-Regular
it,12,8,40,SFProText-Regular
iu,12,10,40,SFProText-Regular
iv,12,10,40,SFProText-Regular
iw,12,13,40,SFProText-Regular
ix,12,10,40,SFProText-Regular
iy,12,10,40,SFProText-Regular
iz,12,10,40,SFProText-Regular
jA,12,13,40,SFProText-Regular
jB,12,12,40,SFProText-Regular
jC,12,13,40,SFProText-Regular
jD,12,13,40,SFProText-Regular
jE,12,11,40,SFProText-Regular
jF,12,11,40,SFProText-Regular
jG,12,13,40,SFProText-Regular
jH,12,13,40,SFProText-Regular
jI,12,7,40,SFProText-Regular
jJ,12,10,40,SFProText-Regular
jK,12,12,40,SFProText-Regular
jL,12,11,40,SFProText-Regular
jM,12,14,40,SFProText-Regular
jN,12,13,40,SFProText-Regular
jO,12,13,40,SFProText-Regular
jP,12,12,40,SFProText-Regular
jQ,12,13,40,SFProText-Regular
jR,12,12,40,SFProText-Regular
jS,12,12,40,SFProText-Regular
jT,12,12,40,SFProText-Regular
jU,12,13,40,SFProText-Regular
jV,12,13,40,SFProText-Regular
jW,12,16,40,SFProText-Regular
jX,12,12,40,SFProText-Regular
jY,12,12,40,SFProText-Regular
jZ,12,12,40,SFProText-Regular
ja,12,11,40,SFProText-Regular
jb,12,12,40,SFProText-Regular
jc,12,11,40,SFProText-Regular
jd,12,11,40,SFProText-Regular
je,12,11,40,SFProText-Regular
jf,12,9,40,SFProText-Regular
jg,12,11,40,SFProText-Regular
jh,12,11,40,SFProText-Regular
ji,12,7,40,SFProText-Regular
jj,12,7,40,SFProText-Regular
jk,12,11,40,SFProText-Regular
jl,12,7,40,SFProText-Regular
jm,12,14,40,SFProText-Regular
jn,12,11,40,SFProText-Regular
jo,12,11,40,SFProText-Regular
jp,12,12,40,SFProText-Regular
jq,12,11,40,SFProText-Regular
jr,12,9,40,SFProText-Regular
js,12,11,40,SFProText-Regular
jt,12,9,40,SFProText-Regular
ju,12,11,40,SFProText-Regular
jv,12,11,40,SFProText-Regular
jw,12,14,40,SFProText-Regular
jx,12,11,40,SFProText-Regular
jy,12,11,40,SFProText-Regular
jz,12,11,40,SFProText-Regular
kA,12,14,40,SFProText-Regular
kB,12,14,40,SFProText-Regular
kC,12,14,40,SFProText-Regular
kD,12,14,40,SFProText-Regular
kE,12,13,40,SFProText-Regular
kF,12,13,40,SFProText-Regular
kG,12,15,40,SFProText-Regular
kH,12,14,40,SFProText-Regular
kI,12,9,40,SFProText-Regular
kJ,12,12,40,SFProText-Regular
kK,12,14,40,SFProText-Regular
kL,12,13,40,SFProText-Regular
kM,12,16,40,SFProText-Regular
kN,12,14,40,SFProText-Regular
kO,12,15,40,SFProText-Regular
kP,12,13,40,SFProText-Regular
kQ,12,15,40,SFProText-Regular
kR,12,14,40,SFProText-Regular
kS,12,13,40,SFProText-Regular
kT,12,13,40,SFProText-Regular
kU,12,14,40,SFProText-Regular
kV,12,14,40,SFProText-Regular
kW,12,17,40,SFProText-Regular
kX,12,14,40,SFProText-Regular
kY,12,13,40,SFProText-Regular
kZ,12,13,40,SFProText-Regular
ka,12,12,40,SFProText-Regular
kb,12,13,40,SFProText-Regular
kc,12,12,40,SFProText-Regular
kd,12,12,40,SFProText-Regular
ke,12,12,40,SFProText-Regular
kf,12,10,40,SFProText-Regular
kg,12,12,40,SFProText-Regular
kh,12,13,40,SFProText-Regular
ki,12,9,40,SFProText-Regular
kj,12,9,40,SFProText-Regular
kk,12,13,40,SFProText-Regular
kl,12,8,40,SFProText-Regular
km,12,16,40,SFProText-Regular
kn,12,12,40,SFProText-Regular
ko,12,13,40,SFProText-Regular
kp,12,13,40,SFProText-Regular
kq,12,12,40,SFProText-Regular
kr,12,11,40,SFProText-Regular
ks,12,12,40,SFProText-Regular
kt,12,10,40,SFProText-Regular
ku,12,12,40,SFProText-Regular
kv,12,12,40,SFProText-Regular
kw,12,15,40,SFProText-Regular
kx,12,12,40,SFProText-Regular
ky,12,12,40,SFProText-Regular
kz,12,12,40,SFProText-Regular
lA,12,11,40,SFProText-Regular
lB,12,10,40,SFProText-Regular
lC,12,11,40,SFProText-Regular
lD,12,11,40,SFProText-Regular
lE,12,9,40,SFProText-Regular
lF,12,9,40,SFProText-Regular
lG,12,11,40,SFProText-Regular
lH,12,11,40,SFProText-Regular
lI,12,5,40,SFProText-Regular
lJ,12,8,40,SFProText-Regular
lK,12,10,40,SFProText-Regular
lL,12,9,40,SFProText-Regular
lM,12,12,40,SFProText-Regular
lN,12,11,40,SFProText-Regular
lO,12,11,40,SFProText-Regular
lP,12,10,40,SFProText-Regular
lQ,12,11,40,SFProText-Regular
lR,12,10,40,SFProText-Regular
lS,12,10,40,SFProText-Regular
lT,12,10,40,SFProText-Regular
lU,12,11,40,SFProText-Regular
lV,12,11,40,SFProText-Regular
lW,12,14,40,SFProText-Regular
lX,12,10,40,SFProText-Regular
lY,12,10,40,SFProText-Regular
lZ,12,10,40,SFProText-Regular
la,12,9,40,SFProText-Regular
lb,12,10,40,SFProText-Regular
lc,12,9,40,SFProText-Regular
ld,12,9,40,SFProText-Regular
le,12,9,40,SFProText-Regular
lf,12,7,40,SFProText-Regular
lg,12,9,40,SFProText-Regular
lh,12,9,40,SFProText-Regular
li,12,5,40,SFProText-Regular
lj,12,5,40,SFProText-Regular
lk,12,9,40,SFProText-Regular
ll,12,5,40,SFProText-Regular
lm,12,12,40,SFProText-Regular
ln,12,9,40,SFProText-Regular
lo,12,9,40,SFProText-Regular
lp,12,10,40,SFProText-Regular
lq,12,9,40,SFProText-Regular
lr,12,7,40,SFProText-Regular
ls,12,9,40,SFProText-Regular
lt,12,7,40,SFProText-Regular
lu,12,9,40,SFProText-Regular
lv,12,9,40,SFProText-Regular
lw,12,12,40,SFProText-Regular
