,First,Second,Fontsize,Tracking,Distance,
,u,z,34,28,18.5,
,z,i,58,0,18.5,
,z,i,58,-12,18.5,
,i,z,58,-12,18.5,
,z,d,40,20,18.5,
,z,r,48,-12,18.5,
,f,z,62,-36,18.5,
,z,c,44,-20,18.5,
,c,z,44,-20,18.5,
,q,z,36,-20,18.5,
,l,z,52,20,18.5,
,z,g,40,-28,18.5,
,z,h,40,-28,18.5,
,h,z,40,-28,18.5,
,z,n,40,-28,18.5,
,n,z,40,-28,18.5,
,p,z,40,-28,18.5,
,z,s,42,24,18.5,
,s,z,42,24,18.5,
,a,z,36,28,18.5,
,z,h,36,28,18.5,
,h,z,36,28,18.5,
,z,k,36,28,18.5,
,z,n,36,28,18.5,
,n,z,36,28,18.5,
,z,o,36,28,18.5,
,o,z,36,28,18.5,
,z,v,36,28,18.5,
,r,z,46,40,18.5,
,z,t,46,40,18.5,
,z,m,28,28,18.5,
,m,z,28,28,18.5,
,l,z,50,24,18.5,
,z,i,54,8,18.5,
,i,z,54,8,18.5,
,z,j,54,40,18.5,
,f,z,56,8,18.5,
,i,z,56,8,18.5,
,z,l,56,8,18.5,
,z,h,36,16,18.5,
,h,z,36,16,18.5,
,z,n,36,16,18.5,
,n,z,36,16,18.5,
,o,z,36,16,18.5,
,z,p,36,16,18.5,
,z,v,36,16,18.5,
,k,z,42,32,18.5,
,z,s,42,32,18.5,
,s,z,42,32,18.5,
,z,n,40,-16,18.5,
,o,z,40,-16,18.5,
,f,z,66,-28,18.5,
,z,f,50,-16,18.5,
,z,r,48,-4,18.5,
,t,z,48,-4,18.5,
,z,d,38,12,18.5,
,z,g,38,12,18.5,
,n,z,38,12,18.5,
,z,o,38,12,18.5,
,z,q,38,12,18.5,
,z,y,38,12,18.5,
,f,z,56,-4,18.5,
,z,i,56,-4,18.5,
,i,z,56,-4,18.5,
,z,l,56,-4,18.5,
,l,z,56,-4,18.5,
,z,i,52,36,18.5,
,z,l,52,36,18.5,
,j,z,54,-36,18.5,
,z,t,54,-36,18.5,
,j,z,44,-36,18.5,
,c,z,44,-4,18.5,
,k,z,44,-4,18.5,
,z,s,44,-4,18.5,
,z,m,30,-8,18.5,
,m,z,30,-8,18.5,
,z,w,30,-8,18.5,
,z,i,56,4,18.5,
,z,l,56,4,18.5,
,f,z,52,0,18.5,
,a,z,36,32,18.5,
,z,h,36,32,18.5,
,h,z,36,32,18.5,
,n,z,36,32,18.5,
,z,o,36,32,18.5,
,o,z,36,32,18.5,
,z,v,36,32,18.5,
,z,s,42,16,18.5,
,z,g,40,-32,18.5,
,z,h,40,-32,18.5,
,h,z,40,-32,18.5,
,z,n,40,-32,18.5,
,n,z,40,-32,18.5,
,z,r,48,-8,18.5,
,t,z,48,-8,18.5,
,z,d,38,36,18.5,
,z,o,38,36,18.5,
,z,q,38,36,18.5,
,z,y,38,36,18.5,
,z,i,56,-8,18.5,
,z,l,56,-8,18.5,
,l,z,52,12,18.5,
,g,z,36,-12,18.5,
,z,c,44,-12,18.5,
,z,c,44,-8,18.5,
,c,z,44,-8,18.5,
,z,s,44,-8,18.5,
,z,r,48,-20,18.5,
,f,z,58,-20,18.5,
,z,i,58,-20,18.5,
,z,w,32,-32,18.5,
,z,m,30,-4,18.5,
,m,z,30,-4,18.5,
,z,w,30,-4,18.5,
,z,b,34,36,18.5,
,o,z,34,36,18.5,
,z,p,34,36,18.5,
,q,z,34,36,18.5,
,u,z,34,36,18.5,
,d,z,34,20,18.5,
,g,z,34,20,18.5,
,z,p,34,20,18.5,
,q,z,34,20,18.5,
,u,z,34,20,18.5,
,r,z,58,-36,18.5,
,z,c,48,-36,18.5,
,z,d,38,20,18.5,
,z,g,38,20,18.5,
,z,q,38,20,18.5,
,z,y,38,20,18.5,
,y,z,38,20,18.5,
,z,r,50,-24,18.5,
,z,h,40,-24,18.5,
,m,z,40,-24,18.5,
,z,n,40,-24,18.5,
,z,o,40,-24,18.5,
,u,z,40,-24,18.5,
,k,z,42,28,18.5,
,z,s,42,28,18.5,
,s,z,42,28,18.5,
,r,z,50,0,18.5,
,z,h,36,24,18.5,
,h,z,36,24,18.5,
,z,k,36,24,18.5,
,z,n,36,24,18.5,
,n,z,36,24,18.5,
,z,o,36,24,18.5,
,o,z,36,24,18.5,
,z,v,36,24,18.5,
,m,z,28,24,18.5,
,l,z,50,28,18.5,
,i,z,54,4,18.5,
,a,z,42,-40,18.5,
,b,z,42,-40,18.5,
,n,z,42,-40,18.5,
,z,o,42,-40,18.5,
,z,p,42,-40,18.5,
,p,z,42,-40,18.5,
,z,j,52,-40,18.5,
,q,z,52,-40,18.5,
,i,z,54,0,18.5,
,z,m,28,20,18.5,
,z,h,36,20,18.5,
,h,z,36,20,18.5,
,z,n,36,20,18.5,
,z,o,36,20,18.5,
,o,z,36,20,18.5,
,z,v,36,20,18.5,
,r,z,50,4,18.5,
,z,n,40,-20,18.5,
,o,z,40,-20,18.5,
,p,z,40,-20,18.5,
,z,q,40,-20,18.5,
,j,z,50,-20,18.5,
,z,r,50,-20,18.5,
,z,d,38,24,18.5,
,z,g,38,24,18.5,
,z,o,38,24,18.5,
,z,q,38,24,18.5,
,z,i,52,28,18.5,
,z,c,44,-28,18.5,
,z,l,62,-16,18.5,
,z,t,54,-28,18.5,
,w,z,30,40,18.5,
,r,z,58,-32,18.5,
,z,b,34,24,18.5,
,d,z,34,24,18.5,
,g,z,34,24,18.5,
,z,p,34,24,18.5,
,q,z,34,24,18.5,
,m,z,32,-36,18.5,
,b,z,34,32,18.5,
,d,z,34,32,18.5,
,g,z,34,32,18.5,
,z,p,34,32,18.5,
,f,z,58,-24,18.5,
,f,z,62,-28,18.5,
,l,z,62,-28,18.5,
,z,c,44,-16,18.5,
,c,z,44,-16,18.5,
,z,i,52,16,18.5,
,i,z,52,16,18.5,
,z,d,38,32,18.5,
,z,o,38,32,18.5,
,z,q,38,32,18.5,
,z,y,38,32,18.5,
,y,z,38,32,18.5,
,z,r,50,-36,18.5,
,z,g,40,-36,18.5,
,g,z,40,-36,18.5,
,h,z,40,-36,18.5,
,z,n,40,-36,18.5,
,v,z,42,12,18.5,
,z,s,46,-8,18.5,
,s,z,46,-8,18.5,
,a,z,36,36,18.5,
,e,z,36,36,18.5,
,h,z,36,36,18.5,
,n,z,36,36,18.5,
,z,o,36,36,18.5,
,o,z,36,36,18.5,
,z,v,36,36,18.5,
,f,z,58,-8,18.5,
,z,i,58,-8,18.5,
,i,z,58,-8,18.5,
,z,m,28,36,18.5,
,z,w,28,36,18.5,
,l,z,50,12,18.5,
,r,z,50,12,18.5,
,w,z,28,-40,18.5,
,d,z,38,-40,18.5,
,f,z,56,0,18.5,
,z,i,56,0,18.5,
,i,z,56,0,18.5,
,z,l,56,0,18.5,
,l,z,56,0,18.5,
,z,b,34,40,18.5,
,g,z,34,40,18.5,
,o,z,34,40,18.5,
,z,p,34,40,18.5,
,z,w,30,24,18.5,
,w,z,30,24,18.5,
,m,z,30,0,18.5,
,z,f,44,28,18.5,
,j,z,44,28,18.5,
,k,z,44,28,18.5,
,s,z,44,28,18.5,
,t,z,44,28,18.5,
,z,r,48,0,18.5,
,r,z,48,0,18.5,
,z,t,48,0,18.5,
,t,z,48,0,18.5,
,z,d,38,40,18.5,
,z,g,38,40,18.5,
,y,z,38,40,18.5,
,r,z,56,-28,18.5,
,z,c,46,-28,18.5,
,c,z,46,-28,18.5,
,k,z,46,-28,18.5,
,z,j,60,28,18.5,
,z,g,38,8,18.5,
,h,z,38,8,18.5,
,n,z,38,8,18.5,
,z,o,38,8,18.5,
,y,z,38,8,18.5,
,w,z,32,20,18.5,
,d,z,38,-32,18.5,
,z,q,40,8,18.5,
,x,z,40,8,18.5,
,z,l,64,-36,18.5,
,l,z,64,-36,18.5,
,z,f,52,-20,18.5,
,z,e,42,-20,18.5,
,e,z,42,-20,18.5,
,p,z,42,-20,18.5,
,v,z,42,-20,18.5,
,v,z,42,8,18.5,
,z,f,50,-8,18.5,
,a,z,42,-36,18.5,
,b,z,42,-36,18.5,
,z,o,42,-36,18.5,
,o,z,42,-36,18.5,
,s,u,42,-36,18.5,
,s,z,52,-36,18.5,
,d,z,38,-24,18.5,
,t,g,36,-4,18.5,
,z,r,46,12,18.5,
,s,z,46,12,18.5,
,z,t,46,12,18.5,
,z,e,42,-8,18.5,
,v,z,42,-8,18.5,
,f,z,56,-16,18.5,
,i,z,56,-16,18.5,
,z,c,46,-16,18.5,
,k,z,46,-16,18.5,
,z,s,46,-16,18.5,
,s,z,46,-16,18.5,
,z,t,48,16,18.5,
,t,z,48,16,18.5,
,g,z,36,4,18.5,
,z,n,36,4,18.5,
,z,v,36,4,18.5,
,z,f,44,16,18.5,
,k,z,44,16,18.5,
,s,z,44,16,18.5,
,t,z,44,16,18.5,
,z,j,66,-8,18.5,
,r,z,58,-40,18.5,
,w,z,32,0,18.5,
,z,c,48,-40,18.5,
,w,z,32,4,18.5,
,w,z,30,36,18.5,
,z,d,40,-8,18.5,
,z,g,40,-8,18.5,
,p,z,40,-8,18.5,
,y,z,40,-8,18.5,
,k,z,44,12,18.5,
,z,s,44,12,18.5,
,s,z,44,12,18.5,
,z,h,38,-4,18.5,
,h,z,38,-4,18.5,
,z,n,38,-4,18.5,
,n,z,38,-4,18.5,
,o,z,38,-4,18.5,
,r,z,48,12,18.5,
,t,z,48,12,18.5,
,u,z,36,0,18.5,
,z,l,66,-40,18.5,
,z,l,66,-40,18.5,
,r,z,52,-8,18.5,
,z,i,56,12,18.5,
,z,l,56,12,18.5,
,z,s,46,-12,18.5,
,f,z,56,-12,18.5,
,z,l,56,-12,18.5,
,z,r,46,8,18.5,
,z,t,46,16,18.5,
,t,z,46,16,18.5,
,z,m,30,-32,18.5,
,z,j,60,12,18.5,
,d,z,38,-20,18.5,
,n,z,38,-20,18.5,
,o,z,38,-20,18.5,
,z,j,52,-32,18.5,
,a,z,42,-32,18.5,
,b,z,42,-32,18.5,
,z,e,42,-32,18.5,
,z,k,42,-32,18.5,
,p,z,42,-32,18.5,
,u,z,42,-32,18.5,
,z,i,54,16,18.5,
,i,z,54,16,18.5,
,f,z,68,-28,18.5,
,z,i,54,28,18.5,
,z,l,64,-32,18.5,
,a,z,42,-24,18.5,
,z,e,42,-24,18.5,
,e,z,42,-24,18.5,
,p,z,42,-24,18.5,
,z,f,52,-24,18.5,
,d,z,38,-36,18.5,
,q,z,38,-36,18.5,
,z,m,28,40,18.5,
,z,w,28,40,18.5,
,r,z,46,28,18.5,
,z,t,46,28,18.5,
,t,z,46,28,18.5,
,i,z,60,-12,18.5,
,a,z,36,40,18.5,
,z,e,36,40,18.5,
,z,n,36,40,18.5,
,z,o,36,40,18.5,
,o,z,36,40,18.5,
,x,z,36,40,18.5,
,k,z,44,8,18.5,
,z,s,44,8,18.5,
,s,z,44,8,18.5,
,z,s,50,-40,18.5,
,z,g,40,-40,18.5,
,g,z,40,-40,18.5,
,h,z,40,-40,18.5,
,n,z,40,-40,18.5,
,z,j,60,8,18.5,
,z,t,48,4,18.5,
,t,z,48,4,18.5,
,m,z,30,4,18.5,
,m,z,32,-40,18.5,
,v,z,32,-40,18.5,
,z,j,68,-24,18.0,
,z,t,52,-28,18.0,
,z,j,64,-16,18.0,
,c,z,42,-28,18.0,
,z,d,42,-28,18.0,
,z,o,42,-28,18.0,
,z,v,42,-28,18.0,
,z,i,50,40,18.0,
,c,z,40,0,18.0,
,z,e,40,0,18.0,
,v,z,40,0,18.0,
,z,y,40,0,18.0,
,a,z,38,-12,18.0,
,b,z,38,-12,18.0,
,e,z,38,-12,18.0,
,p,z,38,-12,18.0,
,z,q,38,-12,18.0,
,z,u,38,-12,18.0,
,u,z,38,-12,18.0,
,z,v,38,-12,18.0,
,z,p,32,28,18.0,
,b,z,38,0,18.0,
,e,z,38,0,18.0,
,p,z,38,0,18.0,
,z,u,38,0,18.0,
,z,v,38,0,18.0,
,v,z,38,0,18.0,
,z,f,46,24,18.0,
,z,i,60,-36,18.0,
,z,j,70,-36,18.0,
,t,z,42,40,18.0,
,z,r,44,4,18.0,
,z,f,48,8,18.0,
,z,j,64,0,18.0,
,c,z,40,-4,18.0,
,z,e,40,-4,18.0,
,v,z,40,-4,18.0,
,z,y,40,-4,18.0,
,y,z,40,-4,18.0,
,r,z,44,36,18.0,
,a,z,38,-8,18.0,
,b,z,38,-8,18.0,
,e,z,38,-8,18.0,
,p,z,38,-8,18.0,
,z,u,38,-8,18.0,
,z,v,38,-8,18.0,
,f,z,48,36,18.0,
,i,z,48,36,18.0,
,l,z,48,36,18.0,
,z,j,56,36,18.0,
,m,z,30,-16,18.0,
,z,w,30,-16,18.0,
,z,f,46,4,18.0,
,j,z,46,4,18.0,
,z,j,64,-4,18.0,
,z,p,32,16,18.0,
,z,t,52,-16,18.0,
,c,z,42,-16,18.0,
,y,z,42,-16,18.0,
,z,c,42,0,18.0,
,x,z,42,0,18.0,
,z,t,50,-4,18.0,
,c,z,42,-12,18.0,
,z,x,42,-12,18.0,
,x,z,42,-12,18.0,
,y,z,42,-12,18.0,
,z,p,38,-28,18.0,
,u,z,38,-28,18.0,
,z,b,36,-8,18.0,
,d,z,36,-8,18.0,
,z,p,36,-8,18.0,
,u,z,36,-8,18.0,
,m,z,30,-12,18.0,
,z,w,30,-12,18.0,
,x,z,42,-4,18.0,
,z,j,70,-24,18.0,
,z,j,58,36,18.0,
,z,j,56,32,18.0,
,z,j,62,0,18.0,
,f,z,48,32,18.0,
,i,z,48,32,18.0,
,z,g,36,8,18.0,
,g,z,36,8,18.0,
,z,q,36,8,18.0,
,z,u,36,8,18.0,
,u,z,36,8,18.0,
,z,y,36,8,18.0,
,i,z,72,-40,18.0,
,z,l,62,-40,18.0,
,l,z,62,-40,18.0,
,z,l,62,-40,18.0,
,l,z,62,-40,18.0,
,w,z,30,16,18.0,
,z,c,40,40,18.0,
,z,s,40,40,18.0,
,s,z,40,40,18.0,
,z,x,40,40,18.0,
,w,z,30,28,18.0,
,e,z,44,-40,18.0,
,z,y,44,-40,18.0,
,i,z,48,24,18.0,
,l,z,48,24,18.0,
,z,r,44,0,18.0,
,z,j,70,-32,18.0,
,z,l,60,-32,18.0,
,z,f,46,20,18.0,
,e,z,38,4,18.0,
,p,z,38,4,18.0,
,z,q,38,4,18.0,
,z,u,38,4,18.0,
,a,z,38,-16,18.0,
,z,u,38,-16,18.0,
,u,z,38,-16,18.0,
,z,v,38,-16,18.0,
,c,z,40,4,18.0,
,z,e,40,4,18.0,
,v,z,40,4,18.0,
,z,y,40,4,18.0,
,f,z,54,20,18.0,
,z,j,68,-20,18.0,
,n,z,34,16,18.0,
,z,c,40,32,18.0,
,k,z,40,32,18.0,
,z,s,40,32,18.0,
,s,z,40,32,18.0,
,j,z,48,-28,18.0,
,s,z,48,-28,18.0,
,l,z,58,-28,18.0,
,e,z,44,-32,18.0,
,z,y,44,-32,18.0,
,r,z,54,-32,18.0,
,z,b,36,-32,18.0,
,z,u,38,16,18.0,
,v,z,38,16,18.0,
,x,z,38,16,18.0,
,j,z,50,-12,18.0,
,z,t,50,-12,18.0,
,j,z,46,-4,18.0,
,z,r,42,36,18.0,
,z,t,42,36,18.0,
,k,z,60,-40,18.0,
,z,t,60,-40,18.0,
,z,g,36,12,18.0,
,g,z,36,12,18.0,
,z,u,36,12,18.0,
,u,z,36,12,18.0,
,z,y,36,12,18.0,
,z,m,28,12,18.0,
,m,z,28,12,18.0,
,z,l,54,-4,18.0,
,f,z,50,36,18.0,
,z,i,50,36,18.0,
,i,z,50,20,18.0,
,z,k,46,-40,18.0,
,z,c,42,20,18.0,
,j,z,42,20,18.0,
,z,j,56,40,18.0,
,c,z,38,28,18.0,
,z,e,38,28,18.0,
,v,z,38,28,18.0,
,f,z,48,40,18.0,
,l,z,48,40,18.0,
,f,z,52,24,18.0,
,d,z,36,-24,18.0,
,z,l,62,-32,18.0,
,z,l,62,-32,18.0,
,r,z,54,-24,18.0,
,r,z,44,40,18.0,
,z,f,48,-16,18.0,
,j,z,48,-16,18.0,
,z,s,48,-16,18.0,
,z,c,40,24,18.0,
,k,z,40,24,18.0,
,z,r,40,24,18.0,
,s,z,40,24,18.0,
,z,x,40,24,18.0,
,z,l,58,-16,18.0,
,a,z,34,28,18.0,
,z,h,34,28,18.0,
,z,n,34,28,18.0,
,n,z,34,28,18.0,
,z,l,58,-12,18.0,
,z,c,40,20,18.0,
,z,e,40,20,18.0,
,k,z,40,20,18.0,
,s,z,40,20,18.0,
,z,x,40,20,18.0,
,z,f,48,-12,18.0,
,j,z,48,-12,18.0,
,z,i,62,-36,18.0,
,i,z,62,-36,18.0,
,z,l,62,-36,18.0,
,l,z,62,-36,18.0,
,k,z,44,-20,18.0,
,r,z,54,-20,18.0,
,z,b,36,-20,18.0,
,d,z,36,-20,18.0,
,f,z,52,20,18.0,
,i,z,52,20,18.0,
,a,z,40,-28,18.0,
,e,z,40,-28,18.0,
,z,o,40,-28,18.0,
,z,u,40,-28,18.0,
,j,z,50,-28,18.0,
,z,r,42,24,18.0,
,b,z,36,28,18.0,
,z,d,36,28,18.0,
,z,q,36,28,18.0,
,z,u,36,28,18.0,
,z,w,28,28,18.0,
,f,z,50,24,18.0,
,z,i,50,24,18.0,
,f,z,54,8,18.0,
,l,z,54,8,18.0,
,f,z,50,32,18.0,
,z,i,50,32,18.0,
,i,z,50,32,18.0,
,z,m,28,16,18.0,
,m,z,28,16,18.0,
,b,z,36,16,18.0,
,z,d,36,16,18.0,
,z,g,36,16,18.0,
,p,z,36,16,18.0,
,z,q,36,16,18.0,
,z,u,36,16,18.0,
,u,z,36,16,18.0,
,z,y,36,16,18.0,
,z,r,42,32,18.0,
,z,t,42,32,18.0,
,c,z,40,-16,18.0,
,e,z,40,-16,18.0,
,h,z,40,-16,18.0,
,z,k,40,-16,18.0,
,z,o,40,-16,18.0,
,z,u,40,-16,18.0,
,z,v,40,-16,18.0,
,v,z,40,-16,18.0,
,z,y,40,-16,18.0,
,p,z,38,12,18.0,
,z,u,38,12,18.0,
,z,v,38,12,18.0,
,v,z,38,12,18.0,
,x,z,38,12,18.0,
,z,v,44,-36,18.0,
,z,y,44,-36,18.0,
,z,r,44,-4,18.0,
,k,z,40,36,18.0,
,z,r,40,36,18.0,
,z,i,64,-40,18.0,
,m,z,28,32,18.0,
,z,w,28,32,18.0,
,z,g,36,32,18.0,
,z,k,36,32,18.0,
,p,z,36,32,18.0,
,z,q,36,32,18.0,
,z,y,36,32,18.0,
,y,z,36,32,18.0,
,z,c,42,16,18.0,
,z,r,42,16,18.0,
,a,z,40,-32,18.0,
,b,z,40,-32,18.0,
,z,e,40,-32,18.0,
,z,u,40,-32,18.0,
,u,z,40,-32,18.0,
,t,z,50,-32,18.0,
,z,f,48,-8,18.0,
,j,z,48,-8,18.0,
,z,c,38,36,18.0,
,c,z,38,36,18.0,
,v,z,38,36,18.0,
,z,x,38,36,18.0,
,i,z,52,12,18.0,
,z,b,36,-12,18.0,
,d,z,36,-12,18.0,
,z,p,36,-12,18.0,
,u,z,36,-12,18.0,
,k,z,44,-12,18.0,
,z,r,44,-12,18.0,
,k,z,44,-8,18.0,
,z,r,44,-8,18.0,
,z,f,48,-20,18.0,
,j,z,48,-20,18.0,
,c,z,40,12,18.0,
,z,e,40,12,18.0,
,z,x,40,12,18.0,
,z,y,40,12,18.0,
,a,z,34,36,18.0,
,e,z,34,36,18.0,
,h,z,34,36,18.0,
,z,n,34,36,18.0,
,n,z,34,36,18.0,
,z,v,34,36,18.0,
,z,n,34,20,18.0,
,z,s,48,-36,18.0,
,s,z,48,-36,18.0,
,c,z,38,20,18.0,
,z,e,38,20,18.0,
,e,z,38,20,18.0,
,v,z,38,20,18.0,
,x,z,38,20,18.0,
,j,z,50,-24,18.0,
,t,z,50,-24,18.0,
,b,z,40,-24,18.0,
,e,z,40,-24,18.0,
,n,z,40,-24,18.0,
,t,z,40,-24,18.0,
,z,c,42,28,18.0,
,z,r,42,28,18.0,
,b,z,36,24,18.0,
,z,d,36,24,18.0,
,p,z,36,24,18.0,
,z,q,36,24,18.0,
,z,u,36,24,18.0,
,z,m,28,24,18.0,
,z,w,28,24,18.0,
,z,b,32,40,18.0,
,d,z,32,40,18.0,
,z,p,32,40,18.0,
,f,z,50,28,18.0,
,z,i,50,28,18.0,
,f,z,54,4,18.0,
,z,l,54,4,18.0,
,l,z,54,4,18.0,
,z,d,42,-40,18.0,
,z,h,42,-40,18.0,
,s,u,42,-40,18.0,
,s,z,52,-40,18.0,
,m,z,28,0,18.0,
,z,m,28,4,18.0,
,z,l,54,0,18.0,
,l,z,54,0,18.0,
,m,z,28,20,18.0,
,b,z,36,20,18.0,
,z,d,36,20,18.0,
,p,z,36,20,18.0,
,z,u,36,20,18.0,
,z,y,36,20,18.0,
,z,t,50,4,18.0,
,e,z,40,-20,18.0,
,z,k,40,-20,18.0,
,z,o,40,-20,18.0,
,z,v,40,-20,18.0,
,v,z,40,-20,18.0,
,z,t,50,-20,18.0,
,t,z,50,-20,18.0,
,c,z,38,24,18.0,
,z,e,38,24,18.0,
,v,z,38,24,18.0,
,x,z,38,24,18.0,
,i,z,52,28,18.0,
,z,p,36,-28,18.0,
,z,k,44,-28,18.0,
,t,z,54,-28,18.0,
,z,s,48,-32,18.0,
,s,z,48,-32,18.0,
,l,z,58,-32,18.0,
,z,c,40,28,18.0,
,s,z,40,28,18.0,
,z,x,40,28,18.0,
,z,h,34,24,18.0,
,n,z,34,24,18.0,
,a,z,34,32,18.0,
,h,z,34,32,18.0,
,n,z,34,32,18.0,
,z,v,34,32,18.0,
,l,z,58,-24,18.0,
,z,e,40,16,18.0,
,s,z,40,16,18.0,
,z,x,40,16,18.0,
,s,z,48,-24,18.0,
,k,z,44,-16,18.0,
,r,z,54,-16,18.0,
,z,b,36,-16,18.0,
,d,z,36,-16,18.0,
,q,z,36,-16,18.0,
,f,z,52,16,18.0,
,c,z,38,32,18.0,
,z,e,38,32,18.0,
,z,x,38,32,18.0,
,j,z,50,-36,18.0,
,a,z,40,-36,18.0,
,b,z,40,-36,18.0,
,z,e,40,-36,18.0,
,z,h,40,-36,18.0,
,z,o,40,-36,18.0,
,o,z,40,-36,18.0,
,z,c,42,12,18.0,
,z,r,42,12,18.0,
,z,f,46,-8,18.0,
,j,z,46,-8,18.0,
,b,z,36,36,18.0,
,z,d,36,36,18.0,
,z,k,36,36,18.0,
,p,z,36,36,18.0,
,z,u,36,36,18.0,
,z,y,36,36,18.0,
,y,z,36,36,18.0,
,f,z,52,4,18.0,
,f,z,54,-8,18.0,
,z,l,54,-8,18.0,
,z,b,38,-40,18.0,
,t,g,38,-40,18.0,
,z,q,38,-40,18.0,
,t,s,38,-40,18.0,
,a,z,34,40,18.0,
,e,z,34,40,18.0,
,z,h,34,40,18.0,
,h,z,34,40,18.0,
,z,n,34,40,18.0,
,z,w,30,0,18.0,
,z,m,26,40,18.0,
,j,z,48,0,18.0,
,i,z,48,28,18.0,
,l,z,48,28,18.0,
,k,z,38,40,18.0,
,z,x,38,40,18.0,
,z,j,56,28,18.0,
,f,t,30,-20,18.0,
,l,z,30,-20,18.0,
,z,m,30,-20,18.0,
,c,z,38,8,18.0,
,e,z,38,8,18.0,
,z,u,38,8,18.0,
,z,v,38,8,18.0,
,v,z,38,8,18.0,
,x,z,38,8,18.0,
,z,b,32,20,18.0,
,z,b,38,-32,18.0,
,g,z,38,-32,18.0,
,z,p,38,-32,18.0,
,p,z,38,-32,18.0,
,c,z,40,8,18.0,
,z,t,52,-20,18.0,
,c,z,42,-20,18.0,
,y,z,42,-20,18.0,
,z,w,24,-28,18.0,
,z,j,68,-12,18.0,
,z,c,42,8,18.0,
,l,z,54,12,18.0,
,z,t,50,-8,18.0,
,z,d,42,-36,18.0,
,z,k,42,-36,18.0,
,z,q,42,-36,18.0,
,z,v,42,-36,18.0,
,a,z,38,-24,18.0,
,z,b,38,-24,18.0,
,s,u,38,-24,18.0,
,d,z,36,-4,18.0,
,z,q,36,-4,18.0,
,z,u,36,-4,18.0,
,z,b,32,36,18.0,
,d,z,32,36,18.0,
,z,p,32,36,18.0,
,q,z,32,36,18.0,
,z,f,46,12,18.0,
,x,z,42,-8,18.0,
,y,z,42,-8,18.0,
,z,j,70,-28,18.0,
,f,z,60,-28,18.0,
,j,z,46,-16,18.0,
,z,m,28,-4,18.0,
,z,b,36,4,18.0,
,b,z,36,4,18.0,
,z,h,36,4,18.0,
,o,z,36,4,18.0,
,p,z,36,4,18.0,
,q,z,36,4,18.0,
,u,z,36,4,18.0,
,w,z,30,32,18.0,
,z,j,62,12,18.0,
,z,s,48,-40,18.0,
,s,z,48,-40,18.0,
,z,e,40,-8,18.0,
,e,z,40,-8,18.0,
,z,o,40,-8,18.0,
,z,v,40,-8,18.0,
,v,z,40,-8,18.0,
,z,y,40,-8,18.0,
,a,z,38,-4,18.0,
,e,z,38,-4,18.0,
,z,g,38,-4,18.0,
,z,u,38,-4,18.0,
,z,v,38,-4,18.0,
,z,b,36,0,18.0,
,z,d,36,0,18.0,
,d,z,36,0,18.0,
,o,z,36,0,18.0,
,t,z,36,0,18.0,
,z,j,62,8,18.0,
,z,f,46,8,18.0,
,t,r,30,-32,18.0,
,z,p,32,32,18.0,
,z,j,64,-8,18.0,
,a,z,38,-20,18.0,
,z,b,38,-20,18.0,
,b,z,38,-20,18.0,
,z,p,38,-20,18.0,
,p,z,38,-20,18.0,
,z,u,38,-20,18.0,
,u,z,38,-20,18.0,
,z,j,68,-8,18.0,
,s,z,52,-32,18.0,
,z,t,52,-32,18.0,
,c,z,42,-32,18.0,
,z,d,42,-32,18.0,
,z,o,42,-32,18.0,
,z,q,42,-32,18.0,
,v,z,42,-32,18.0,
,z,y,42,-32,18.0,
,y,z,42,-32,18.0,
,v,z,42,-24,18.0,
,z,x,42,-24,18.0,
,x,z,42,-24,18.0,
,r,z,52,-24,18.0,
,z,t,52,-24,18.0,
,z,b,38,-36,18.0,
,g,z,38,-36,18.0,
,z,p,38,-36,18.0,
,u,z,38,-36,18.0,
,z,b,32,24,18.0,
,l,z,30,-24,18.0,
,z,m,30,-24,18.0,
,f,z,60,-12,18.0,
,z,d,36,40,18.0,
,z,y,36,40,18.0,
,y,z,36,40,18.0,
,a,z,40,-40,18.0,
,z,b,40,-40,18.0,
,b,z,40,-40,18.0,
,z,h,40,-40,18.0,
,o,z,40,-40,18.0,
,p,z,40,-40,18.0,
,s,u,40,-40,18.0,
,z,w,30,4,18.0,
,w,z,30,4,18.0,
,d,z,34,-20,17.5,
,z,e,42,-28,17.5,
,w,l,42,-28,17.5,
,z,l,50,40,17.5,
,z,x,40,0,17.5,
,x,z,40,0,17.5,
,m,z,28,-12,17.5,
,z,g,38,-12,17.5,
,z,h,38,-12,17.5,
,z,k,38,-12,17.5,
,z,y,38,-12,17.5,
,z,h,32,28,17.5,
,z,d,38,0,17.5,
,z,g,38,0,17.5,
,z,o,38,0,17.5,
,z,q,38,0,17.5,
,x,z,38,0,17.5,
,z,y,38,0,17.5,
,y,z,38,0,17.5,
,m,z,30,-28,17.5,
,f,z,56,-20,17.5,
,z,l,56,-20,17.5,
,l,z,56,-20,17.5,
,z,r,46,-20,17.5,
,s,z,46,-20,17.5,
,z,f,42,40,17.5,
,z,j,58,24,17.5,
,z,f,44,4,17.5,
,s,z,44,4,17.5,
,t,z,44,4,17.5,
,z,j,60,4,17.5,
,w,z,30,8,17.5,
,z,t,44,20,17.5,
,t,z,44,20,17.5,
,w,z,32,8,17.5,
,z,b,34,-8,17.5,
,d,z,34,-8,17.5,
,g,z,34,-8,17.5,
,q,z,34,-8,17.5,
,u,z,34,-8,17.5,
,z,x,40,-4,17.5,
,z,g,38,-8,17.5,
,z,h,38,-8,17.5,
