,First,Second,Fontsize,Tracking,Distance,
,z,n,60,24,30.5,
,z,u,60,24,30.5,
,z,y,60,24,30.5,
,j,z,72,24,30.5,
,z,s,72,24,30.5,
,e,z,68,-20,30.5,
,o,z,68,-20,30.5,
,z,r,68,40,30.5,
,n,z,62,-4,30.5,
,u,z,62,-4,30.5,
,z,w,54,-32,30.5,
,z,e,72,-24,30.5,
,z,x,72,-24,30.5,
,z,b,62,-24,30.5,
,z,p,62,-24,30.5,
,z,g,70,-40,30.5,
,o,z,70,-40,30.5,
,z,y,70,-40,30.5,
,z,c,64,32,30.5,
,z,x,64,32,30.5,
,x,z,64,32,30.5,
,w,z,54,-4,30.5,
,w,z,50,36,30.5,
,j,z,72,40,30.5,
,z,t,72,40,30.5,
,z,w,50,20,30.5,
,w,z,50,20,30.5,
,z,e,64,24,30.5,
,z,x,64,24,30.5,
,f,t,56,-40,30.5,
,z,w,50,8,30.5,
,b,z,66,-12,30.5,
,o,z,66,-12,30.5,
,u,z,66,-12,30.5,
,z,y,66,-12,30.5,
,z,n,56,40,30.5,
,z,b,62,-32,30.5,
,g,z,62,-32,30.5,
,z,p,62,-32,30.5,
,z,e,72,-32,30.5,
,m,z,48,-16,30.5,
,y,z,66,20,30.5,
,g,z,58,4,30.5,
,c,z,62,40,30.5,
,y,z,62,40,30.5,
,z,r,70,40,30.5,
,h,z,66,-16,30.5,
,z,k,66,-16,30.5,
,z,o,66,-16,30.5,
,o,z,66,-16,30.5,
,u,z,66,-16,30.5,
,z,y,66,-16,30.5,
,z,h,58,40,30.5,
,h,z,58,40,30.5,
,z,n,58,40,30.5,
,n,z,58,40,30.5,
,z,o,58,40,30.5,
,o,z,58,40,30.5,
,z,u,58,40,30.5,
,u,z,58,40,30.5,
,z,v,58,40,30.5,
,z,e,64,20,30.5,
,z,x,64,20,30.5,
,w,z,50,24,30.5,
,e,z,68,-40,30.5,
,z,h,68,-40,30.5,
,h,z,68,-40,30.5,
,z,n,68,-40,30.5,
,n,z,68,-40,30.5,
,z,o,68,-40,30.5,
,z,u,68,-40,30.5,
,u,z,68,-40,30.5,
,w,z,50,32,30.5,
,x,z,64,36,30.5,
,z,b,60,-4,30.5,
,g,z,60,-4,30.5,
,z,p,60,-4,30.5,
,z,o,66,-28,30.5,
,z,u,66,-28,30.5,
,u,z,66,-28,30.5,
,z,m,50,-16,30.5,
,m,z,48,-4,30.5,
,z,b,62,-20,30.5,
,g,z,62,-20,30.5,
,z,p,62,-20,30.5,
,q,z,62,-20,30.5,
,z,s,72,8,30.5,
,s,z,72,8,30.5,
,z,e,72,-20,30.5,
,z,s,66,32,30.5,
,x,z,72,-8,30.5,
,z,b,64,-40,30.5,
,w,z,52,0,30.5,
,z,e,64,12,30.5,
,e,z,64,12,30.5,
,o,z,64,12,30.5,
,z,b,60,-8,30.5,
,z,p,60,-8,30.5,
,b,z,66,-24,30.5,
,z,h,66,-24,30.5,
,h,z,66,-24,30.5,
,z,n,66,-24,30.5,
,z,o,66,-24,30.5,
,u,z,66,-24,30.5,
,m,z,50,-32,30.5,
,m,z,48,-8,30.5,
,z,x,66,16,30.5,
,x,z,66,16,30.5,
,y,z,66,16,30.5,
,g,z,58,8,30.5,
,x,z,66,28,30.5,
,n,z,62,-12,30.5,
,u,z,62,-12,30.5,
,z,h,66,-32,30.5,
,z,n,66,-32,30.5,
,z,o,66,-32,30.5,
,z,u,66,-32,30.5,
,w,z,50,28,30.5,
,l,z,52,-40,30.5,
,z,m,52,-40,30.5,
,z,c,64,28,30.5,
,z,e,64,28,30.5,
,z,w,50,4,30.5,
,g,z,66,-36,30.5,
,z,h,66,-36,30.5,
,z,n,66,-36,30.5,
,z,o,66,-36,30.5,
,z,p,62,-16,30.5,
,u,z,62,-16,30.5,
,z,x,72,-16,30.5,
,x,z,72,-16,30.5,
,h,z,62,-8,30.5,
,n,z,62,-8,30.5,
,u,z,62,-8,30.5,
,y,z,66,12,30.5,
,z,b,62,-28,30.5,
,z,p,62,-28,30.5,
,z,e,72,-28,30.5,
,y,z,70,-8,30.5,
,h,z,66,-20,30.5,
,z,k,66,-20,30.5,
,z,o,66,-20,30.5,
,o,z,66,-20,30.5,
,z,u,66,-20,30.5,
,z,y,66,-20,30.5,
,z,e,64,16,30.5,
,e,z,64,16,30.5,
,o,z,64,16,30.5,
,z,w,50,12,30.5,
,e,z,64,8,30.5,
,p,z,64,8,30.5,
,z,m,48,0,30.5,
,m,z,48,0,30.5,
,g,z,56,28,30.5,
,w,z,56,-28,30.5,
,e,z,70,-16,30.5,
,z,b,60,-16,30.5,
,g,z,60,-16,30.5,
,a,z,60,28,30.5,
,z,n,60,28,30.5,
,u,z,60,28,30.5,
,z,v,60,28,30.5,
,z,b,64,-36,30.5,
,z,p,64,-36,30.5,
,y,z,68,4,30.5,
,j,z,72,28,30.5,
,z,m,50,-8,30.5,
,z,u,64,-20,30.5,
,d,z,60,16,30.5,
,z,h,60,16,30.5,
,h,z,60,16,30.5,
,z,u,60,16,30.5,
,u,z,60,16,30.5,
,z,e,70,-28,30.5,
,e,z,70,-28,30.5,
,z,y,70,-28,30.5,
,g,z,58,12,30.5,
,z,m,48,16,30.5,
,z,x,66,8,30.5,
,z,y,66,-8,30.5,
,a,z,62,12,30.5,
,z,g,62,12,30.5,
,z,h,62,12,30.5,
,z,n,62,12,30.5,
,z,o,62,12,30.5,
,o,z,62,12,30.5,
,z,v,62,12,30.5,
,a,z,62,16,30.5,
,z,g,62,16,30.5,
,z,n,62,16,30.5,
,z,o,62,16,30.5,
,p,z,62,16,30.5,
,z,q,62,16,30.5,
,z,v,62,16,30.5,
,z,y,62,16,30.5,
,z,m,48,12,30.5,
,g,z,66,-40,30.5,
,z,h,66,-40,30.5,
,z,n,66,-40,30.5,
,a,z,62,8,30.5,
,z,h,62,8,30.5,
,z,n,62,8,30.5,
,z,o,62,8,30.5,
,z,u,62,8,30.5,
,z,y,62,8,30.5,
,h,z,58,16,30.5,
,h,z,60,12,30.5,
,n,z,60,12,30.5,
,u,z,60,12,30.5,
,b,z,64,-8,30.5,
,u,z,64,-8,30.5,
,z,e,68,-8,30.5,
,e,z,68,-8,30.5,
,z,m,52,-32,30.5,
,z,b,64,-24,30.5,
,g,z,64,-24,30.5,
,z,u,64,-24,30.5,
,z,s,72,12,30.5,
,e,z,68,-16,30.5,
,o,z,68,-16,30.5,
,a,z,68,-28,30.5,
,z,g,68,-28,30.5,
,h,z,68,-28,30.5,
,o,z,68,-28,30.5,
,u,z,68,-28,30.5,
,z,b,64,-32,30.5,
,g,z,64,-32,30.5,
,y,z,68,0,30.5,
,z,b,60,-12,30.5,
,z,p,60,-12,30.5,
,y,z,70,-12,30.5,
,h,z,58,28,30.5,
,z,n,58,28,30.5,
,n,z,58,28,30.5,
,z,u,58,28,30.5,
,z,r,70,28,30.5,
,h,z,60,8,30.5,
,n,z,60,8,30.5,
,v,z,62,28,30.5,
,z,y,62,28,30.5,
,z,r,72,20,30.0,
,b,z,68,-24,30.0,
,z,k,68,-24,30.0,
,v,z,68,-24,30.0,
,z,d,64,-16,30.0,
,z,h,64,-16,30.0,
,z,n,64,-16,30.0,
,n,z,64,-16,30.0,
,z,q,64,-16,30.0,
,z,v,64,-16,30.0,
,b,z,60,20,30.0,
,z,g,60,20,30.0,
,z,k,60,20,30.0,
,z,o,60,20,30.0,
,p,z,60,20,30.0,
,z,q,60,20,30.0,
,z,m,46,24,30.0,
,m,z,46,24,30.0,
,a,z,70,-36,30.0,
,z,k,58,24,30.0,
,o,z,58,24,30.0,
,z,b,56,20,30.0,
,z,p,56,20,30.0,
,q,z,56,20,30.0,
,k,z,70,24,30.0,
,s,z,70,24,30.0,
,w,z,48,20,30.0,
,z,d,62,24,30.0,
,a,z,64,0,30.0,
,k,z,66,40,30.0,
,z,s,66,40,30.0,
,s,z,66,40,30.0,
,z,e,62,32,30.0,
,z,x,62,32,30.0,
,z,m,44,36,30.0,
,e,z,66,0,30.0,
,v,z,66,0,30.0,
,z,w,48,36,30.0,
,w,z,48,36,30.0,
,j,z,70,32,30.0,
,t,z,70,32,30.0,
,b,z,62,4,30.0,
,e,z,62,4,30.0,
,z,g,62,4,30.0,
,z,o,62,4,30.0,
,o,z,62,4,30.0,
,p,z,62,4,30.0,
,z,d,58,32,30.0,
,z,k,58,32,30.0,
,o,z,58,32,30.0,
,z,q,58,32,30.0,
,v,z,70,-20,30.0,
,z,x,70,-20,30.0,
,x,z,70,-20,30.0,
,z,m,46,32,30.0,
,z,q,60,36,30.0,
,a,z,64,-4,30.0,
,z,d,64,-4,30.0,
,z,y,64,-4,30.0,
,z,c,68,-4,30.0,
,v,z,68,-4,30.0,
,z,x,68,-4,30.0,
,x,z,68,-4,30.0,
,g,z,64,-28,30.0,
,m,z,64,-28,30.0,
,z,n,64,-28,30.0,
,z,q,64,-28,30.0,
,u,z,64,-28,30.0,
,z,b,54,32,30.0,
,z,p,54,32,30.0,
,b,z,68,-32,30.0,
,z,d,68,-32,30.0,
,e,z,68,-32,30.0,
,z,k,68,-32,30.0,
,p,z,68,-32,30.0,
,z,q,68,-32,30.0,
,b,z,68,-36,30.0,
,z,d,68,-36,30.0,
,z,k,68,-36,30.0,
,z,v,68,-36,30.0,
,z,f,72,32,30.0,
,z,b,54,36,30.0,
,z,p,54,36,30.0,
,b,z,60,32,30.0,
,z,d,60,32,30.0,
,e,z,60,32,30.0,
,z,o,60,32,30.0,
,m,z,46,0,30.0,
,z,m,46,36,30.0,
,q,z,60,-24,30.0,
,v,z,70,-24,30.0,
,b,z,58,36,30.0,
,z,d,58,36,30.0,
,z,o,58,36,30.0,
,o,z,58,36,30.0,
,p,z,58,36,30.0,
,d,z,56,32,30.0,
,q,z,56,32,30.0,
,z,g,62,0,30.0,
,z,k,62,0,30.0,
,o,z,62,0,30.0,
,z,u,62,0,30.0,
,z,y,62,0,30.0,
,z,f,70,36,30.0,
,t,z,70,36,30.0,
,m,z,44,32,30.0,
,e,z,66,4,30.0,
,v,z,66,4,30.0,
,z,x,66,4,30.0,
,x,z,66,4,30.0,
,z,e,62,36,30.0,
,z,x,62,36,30.0,
,x,z,62,36,30.0,
,y,z,62,36,30.0,
,z,e,66,-4,30.0,
,e,z,66,-4,30.0,
,v,z,66,-4,30.0,
,a,z,64,4,30.0,
,z,d,62,20,30.0,
,z,k,62,20,30.0,
,z,w,48,24,30.0,
,k,z,70,20,30.0,
,z,s,70,20,30.0,
,s,z,70,20,30.0,
,z,b,56,24,30.0,
,d,z,56,24,30.0,
,q,z,56,24,30.0,
,y,z,64,40,30.0,
,z,k,70,-32,30.0,
,b,z,60,24,30.0,
,z,d,60,24,30.0,
,z,k,60,24,30.0,
,o,z,60,24,30.0,
,z,d,64,-12,30.0,
,z,k,64,-12,30.0,
,n,z,64,-12,30.0,
,z,q,64,-12,30.0,
,u,z,64,-12,30.0,
,z,y,64,-12,30.0,
,z,c,68,8,30.0,
,c,z,68,8,30.0,
,b,z,62,-4,30.0,
,z,g,62,-4,30.0,
,z,k,62,-4,30.0,
,z,c,72,-24,30.0,
,y,z,72,-24,30.0,
,d,z,62,-24,30.0,
,g,z,62,-24,30.0,
,q,z,62,-24,30.0,
,c,z,70,-4,30.0,
,a,z,70,-40,30.0,
,z,k,70,-40,30.0,
,p,z,70,-40,30.0,
,y,z,64,32,30.0,
,z,b,58,-4,30.0,
,g,z,58,-4,30.0,
,k,z,68,32,30.0,
,s,z,68,32,30.0,
,k,z,68,24,30.0,
,z,s,68,24,30.0,
,s,z,68,24,30.0,
,z,d,60,40,30.0,
,z,o,60,40,30.0,
,c,z,64,24,30.0,
,y,z,64,24,30.0,
,a,z,66,-12,30.0,
,z,e,66,-12,30.0,
,z,w,48,40,30.0,
,d,z,62,-32,30.0,
,q,z,62,-32,30.0,
,e,z,72,-32,30.0,
,y,z,72,-32,30.0,
,z,m,44,40,30.0,
,z,b,58,0,30.0,
,d,z,58,0,30.0,
,g,z,58,0,30.0,
,q,z,58,0,30.0,
,z,c,66,20,30.0,
,c,z,66,20,30.0,
,z,b,58,4,30.0,
,d,z,58,4,30.0,
,z,p,58,4,30.0,
,q,z,58,4,30.0,
,z,c,66,24,30.0,
,k,z,70,8,30.0,
,z,s,70,8,30.0,
,z,b,58,-12,30.0,
,z,e,62,40,30.0,
,z,x,62,40,30.0,
,z,v,72,-36,30.0,
,z,f,70,40,30.0,
,t,z,70,40,30.0,
,a,z,66,-16,30.0,
,b,z,66,-16,30.0,
,z,e,66,-16,30.0,
,p,z,66,-16,30.0,
,z,m,50,-28,30.0,
,m,z,50,-28,30.0,
,b,z,58,40,30.0,
,z,g,58,40,30.0,
,z,k,58,40,30.0,
,p,z,58,40,30.0,
,z,q,58,40,30.0,
,v,z,64,20,30.0,
,y,z,64,20,30.0,
,z,m,46,40,30.0,
,d,z,54,40,30.0,
,z,p,54,40,30.0,
,z,d,68,-40,30.0,
,p,z,68,-40,30.0,
,z,q,68,-40,30.0,
,z,v,68,-40,30.0,
,k,z,68,36,30.0,
,z,s,68,36,30.0,
,z,p,56,8,30.0,
,z,d,66,-28,30.0,
,z,q,66,-28,30.0,
,z,v,66,-28,30.0,
,k,z,72,8,30.0,
,z,r,72,8,30.0,
,z,c,72,-20,30.0,
,c,z,72,-20,30.0,
,y,z,72,-20,30.0,
,c,z,66,32,30.0,
,z,c,68,12,30.0,
,c,z,68,12,30.0,
,z,b,56,4,30.0,
,z,q,64,-40,30.0,
,v,z,64,12,30.0,
,d,z,60,-8,30.0,
,g,z,60,-8,30.0,
,q,z,60,-8,30.0,
,z,d,66,-24,30.0,
,z,k,66,-24,30.0,
,z,q,66,-24,30.0,
,z,v,66,-24,30.0,
,k,z,72,4,30.0,
,z,s,72,4,30.0,
,s,z,72,4,30.0,
,c,z,66,16,30.0,
,z,b,58,8,30.0,
,d,z,58,8,30.0,
,z,p,58,8,30.0,
,q,z,58,8,30.0,
,c,z,66,28,30.0,
,c,z,70,4,30.0,
,z,s,70,4,30.0,
,z,c,72,-12,30.0,
,c,z,72,-12,30.0,
,z,m,50,-24,30.0,
,z,d,66,-32,30.0,
,z,v,66,-32,30.0,
,k,z,68,28,30.0,
,z,s,68,28,30.0,
,s,z,68,28,30.0,
,x,z,64,28,30.0,
,y,z,64,28,30.0,
,z,u,66,-36,30.0,
,z,v,66,-36,30.0,
,z,c,72,-16,30.0,
,c,z,72,-16,30.0,
,c,z,70,0,30.0,
,p,z,62,-8,30.0,
,c,z,66,12,30.0,
,v,z,66,12,30.0,
,z,x,66,12,30.0,
,d,z,62,-28,30.0,
,g,z,62,-28,30.0,
,q,z,62,-28,30.0,
,s,z,72,0,30.0,
,v,z,72,-28,30.0,
,y,z,72,-28,30.0,
,c,z,70,-8,30.0,
,a,z,66,-20,30.0,
,z,e,66,-20,30.0,
,p,z,66,-20,30.0,
,z,v,66,-20,30.0,
,z,m,50,-36,30.0,
,m,z,50,-36,30.0,
,v,z,64,16,30.0,
,z,c,68,16,30.0,
,v,z,64,8,30.0,
,z,w,48,28,30.0,
,w,z,48,28,30.0,
,z,b,56,28,30.0,
,d,z,56,28,30.0,
,z,p,56,28,30.0,
,q,z,56,28,30.0,
,v,z,70,-16,30.0,
,z,x,70,-16,30.0,
,x,z,70,-16,30.0,
,d,z,60,-16,30.0,
,z,d,60,28,30.0,
,e,z,60,28,30.0,
,z,o,60,28,30.0,
,p,z,60,28,30.0,
,z,q,60,28,30.0,
,d,z,64,-36,30.0,
,h,z,64,-36,30.0,
,q,z,64,-36,30.0,
,z,u,64,-36,30.0,
,z,c,68,4,30.0,
,c,z,68,4,30.0,
,z,x,68,4,30.0,
,z,f,72,28,30.0,
,k,z,72,16,30.0,
,z,r,72,16,30.0,
,z,s,72,16,30.0,
,v,z,68,-12,30.0,
,x,z,68,-12,30.0,
,z,h,64,-20,30.0,
,h,z,64,-20,30.0,
,z,n,64,-20,30.0,
,z,q,64,-20,30.0,
,z,v,64,-20,30.0,
,z,d,60,16,30.0,
,m,z,46,12,30.0,
,v,z,70,-28,30.0,
,q,z,60,-28,30.0,
,z,b,58,12,30.0,
,d,z,58,12,30.0,
,z,p,58,12,30.0,
,q,z,58,12,30.0,
,z,b,56,16,30.0,
,d,z,56,16,30.0,
,z,p,56,16,30.0,
,q,z,56,16,30.0,
,k,z,70,12,30.0,
,z,s,70,12,30.0,
,z,w,48,16,30.0,
,e,z,66,8,30.0,
,v,z,66,8,30.0,
,a,z,66,-8,30.0,
,z,e,66,-8,30.0,
,e,z,66,-8,30.0,
,z,d,62,12,30.0,
,e,z,62,12,30.0,
,p,z,62,12,30.0,
,z,q,62,12,30.0,
,o,y,58,-40,30.0,
,b,z,62,16,30.0,
,z,d,62,16,30.0,
,o,z,62,16,30.0,
,z,s,70,16,30.0,
,s,z,70,16,30.0,
,d,z,66,-40,30.0,
,z,u,66,-40,30.0,
,z,v,66,-40,30.0,
,b,z,62,8,30.0,
,e,z,62,8,30.0,
,z,k,62,8,30.0,
,o,z,62,8,30.0,
,p,z,62,8,30.0,
,z,q,62,8,30.0,
,z,b,56,12,30.0,
,z,p,56,12,30.0,
,m,z,46,8,30.0,
,z,m,46,16,30.0,
,m,z,46,16,30.0,
,b,z,60,12,30.0,
,z,g,60,12,30.0,
,z,k,60,12,30.0,
,a,z,64,-8,30.0,
,z,k,64,-8,30.0,
,z,v,64,-8,30.0,
,z,y,64,-8,30.0,
,v,z,68,-8,30.0,
,z,x,68,-8,30.0,
,x,z,68,-8,30.0,
,f,t,52,-32,30.0,
,z,d,64,-24,30.0,
,d,z,64,-24,30.0,
,z,h,64,-24,30.0,
,h,z,64,-24,30.0,
,z,n,64,-24,30.0,
,n,z,64,-24,30.0,
,z,q,64,-24,30.0,
,q,z,64,-24,30.0,
,k,z,72,12,30.0,
,v,z,68,-16,30.0,
,p,z,68,-28,30.0,
,z,p,54,28,30.0,
,d,z,64,-32,30.0,
,h,z,64,-32,30.0,
,n,z,64,-32,30.0,
,q,z,64,-32,30.0,
,z,u,64,-32,30.0,
,z,c,68,0,30.0,
,z,x,68,0,30.0,
,x,z,68,0,30.0,
,z,m,46,28,30.0,
,d,z,60,-12,30.0,
,g,z,60,-12,30.0,
,q,z,60,-12,30.0,
,c,z,70,-12,30.0,
,z,x,70,-12,30.0,
,x,z,70,-12,30.0,
,z,g,58,28,30.0,
,o,z,58,28,30.0,
,m,z,50,-40,30.0,
,z,w,40,-40,30.0,
,x,z,62,28,30.0,
,z,r,32,-40,30.0,
,r,t,32,-40,30.0,
,z,e,68,-24,29.5,
,e,z,68,-24,29.5,
,z,w,52,-28,29.5,
,b,z,64,-16,29.5,
,z,g,64,-16,29.5,
,o,z,64,-16,29.5,
,p,z,64,-16,29.5,
,u,z,64,-16,29.5,
,a,z,60,20,29.5,
,z,e,60,20,29.5,
,o,z,60,20,29.5,
,z,v,60,20,29.5,
,z,y,60,20,29.5,
,z,e,70,-36,29.5,
,a,z,58,24,29.5,
,z,h,58,24,29.5,
,h,z,58,24,29.5,
,n,z,58,24,29.5,
,u,z,58,24,29.5,
,z,v,58,24,29.5,
,z,y,58,24,29.5,
,h,z,56,20,29.5,
,z,n,56,20,29.5,
,z,r,70,24,29.5,
,z,h,60,4,29.5,
,h,z,60,4,29.5,
,z,n,60,4,29.5,
,n,z,60,4,29.5,
,o,z,60,4,29.5,
,z,u,60,4,29.5,
,u,z,60,4,29.5,
,z,v,60,4,29.5,
,v,z,62,24,29.5,
,z,e,64,0,29.5,
,e,z,64,0,29.5,
,z,r,66,40,29.5,
,z,c,62,32,29.5,
,v,z,62,32,29.5,
,y,z,62,32,29.5,
,c,z,66,0,29.5,
,y,z,66,0,29.5,
,z,h,56,36,29.5,
,h,z,56,36,29.5,
,z,n,56,36,29.5,
,n,z,56,36,29.5,
,z,o,56,36,29.5,
,z,u,56,36,29.5,
,u,z,56,36,29.5,
,a,z,62,4,29.5,
,z,d,62,4,29.5,
,z,h,62,4,29.5,
,z,y,62,4,29.5,
,a,z,58,32,29.5,
,z,h,58,32,29.5,
,z,u,58,32,29.5,
,z,v,58,32,29.5,
,z,y,58,32,29.5,
,z,b,60,-20,29.5,
,g,z,60,-20,29.5,
,z,p,60,-20,29.5,
,v,z,60,36,29.5,
,y,z,60,36,29.5,
,z,e,64,-4,29.5,
,e,z,64,-4,29.5,
,o,z,64,-4,29.5,
,z,w,52,-16,29.5,
,n,z,64,-28,29.5,
,z,p,64,-28,29.5,
,x,z,64,-28,29.5,
,z,e,68,-32,29.5,
,z,y,68,-32,29.5,
,t,z,72,36,29.5,
,o,z,68,-36,29.5,
,z,y,68,-36,29.5,
,j,z,72,32,29.5,
,z,t,72,32,29.5,
,t,z,72,32,29.5,
,z,w,52,-12,29.5,
,z,w,38,-28,29.5,
,v,z,60,32,29.5,
,z,b,60,-24,29.5,
,d,z,60,-24,29.5,
,g,z,60,-24,29.5,
,z,p,60,-24,29.5,
,a,z,58,36,29.5,
,z,g,58,36,29.5,
,z,u,58,36,29.5,
,z,v,58,36,29.5,
,z,y,58,36,29.5,
,z,h,56,32,29.5,
,h,z,56,32,29.5,
,z,k,56,32,29.5,
,z,n,56,32,29.5,
,n,z,56,32,29.5,
,z,u,56,32,29.5,
,u,z,56,32,29.5,
,a,z,62,0,29.5,
,z,d,62,0,29.5,
,z,e,62,0,29.5,
,z,o,62,0,29.5,
,p,z,62,0,29.5,
,z,q,62,0,29.5,
,z,v,62,0,29.5,
,z,e,72,-40,29.5,
,z,v,72,-40,29.5,
,z,b,62,-40,29.5,
,g,z,62,-40,29.5,
,z,p,62,-40,29.5,
,c,z,66,4,29.5,
,y,z,66,4,29.5,
,z,x,66,-4,29.5,
,z,e,64,4,29.5,
,e,z,64,4,29.5,
,v,z,62,20,29.5,
,z,h,60,0,29.5,
,h,z,60,0,29.5,
,z,k,60,0,29.5,
,z,n,60,0,29.5,
,n,z,60,0,29.5,
,o,z,60,0,29.5,
,z,u,60,0,29.5,
,u,z,60,0,29.5,
,d,z,52,40,29.5,
,q,z,52,40,29.5,
,g,z,56,24,29.5,
,h,z,56,24,29.5,
,n,z,56,24,29.5,
,z,h,58,20,29.5,
,h,z,58,20,29.5,
,z,n,58,20,29.5,
,n,z,58,20,29.5,
,z,o,58,20,29.5,
,z,u,58,20,29.5,
,u,z,58,20,29.5,
,z,v,58,20,29.5,
,c,z,64,40,29.5,
,k,z,64,40,29.5,
,z,s,64,40,29.5,
,e,z,70,-32,29.5,
,z,b,60,-32,29.5,
,t,g,60,-32,29.5,
,o,z,60,-32,29.5,
,z,e,60,24,29.5,
,z,g,60,24,29.5,
,z,o,60,24,29.5,
,z,v,60,24,29.5,
,b,z,64,-12,29.5,
,z,g,64,-12,29.5,
,p,z,64,-12,29.5,
,z,t,72,24,29.5,
,t,z,72,24,29.5,
,z,e,68,-20,29.5,
,z,s,66,36,29.5,
,s,z,66,36,29.5,
,a,z,62,-4,29.5,
,z,d,62,-4,29.5,
,z,h,62,-4,29.5,
,z,n,62,-4,29.5,
,z,o,62,-4,29.5,
,z,q,62,-4,29.5,
,z,u,62,-4,29.5,
,z,v,62,-4,29.5,
,z,y,62,-4,29.5,
,m,z,48,-28,29.5,
,x,z,72,-24,29.5,
,h,z,62,-24,29.5,
,n,z,62,-24,29.5,
,z,w,50,-12,29.5,
,z,e,70,-40,29.5,
,e,z,70,-40,29.5,
,z,r,68,32,29.5,
,t,z,72,40,29.5,
,z,r,68,24,29.5,
,c,z,60,40,29.5,
,v,z,60,40,29.5,
,x,z,64,24,29.5,
,w,z,50,8,29.5,
,y,z,66,-12,29.5,
,z,h,56,40,29.5,
,h,z,56,40,29.5,
,n,z,56,40,29.5,
,z,o,56,40,29.5,
,z,u,56,40,29.5,
,u,z,56,40,29.5,
,z,v,56,40,29.5,
,z,y,56,40,29.5,
,z,m,48,-16,29.5,
,g,z,58,-16,29.5,
,h,z,58,0,29.5,
,n,z,58,0,29.5,
,x,z,66,20,29.5,
,z,n,58,4,29.5,
,g,z,58,-12,29.5,
,z,m,48,-12,29.5,
,m,z,48,-12,29.5,
,z,e,72,-36,29.5,
,z,b,62,-36,29.5,
,d,z,62,-36,29.5,
,g,z,62,-36,29.5,
,z,p,62,-36,29.5,
,w,z,54,-20,29.5,
,a,z,58,40,29.5,
,z,y,58,40,29.5,
,x,z,64,20,29.5,
,z,n,54,40,29.5,
,a,z,68,-40,29.5,
,z,g,68,-40,29.5,
,o,z,68,-40,29.5,
,z,y,68,-40,29.5,
,z,f,68,36,29.5,
,z,r,68,36,29.5,
,z,s,72,-4,29.5,
,s,z,72,-4,29.5,
,c,z,64,36,29.5,
,z,h,60,-4,29.5,
,n,z,60,-4,29.5,
,o,z,60,-4,29.5,
,q,z,60,-4,29.5,
,z,u,60,-4,29.5,
,u,z,60,-4,29.5,
,b,z,66,-28,29.5,
,e,z,66,-28,29.5,
,z,g,66,-28,29.5,
,h,z,66,-28,29.5,
,n,z,66,-28,29.5,
,o,z,66,-28,29.5,
,z,y,66,-28,29.5,
,z,w,50,-16,29.5,
,z,m,48,-4,29.5,
,z,h,62,-20,29.5,
,n,z,62,-20,29.5,
,z,u,62,-20,29.5,
,g,z,56,4,29.5,
,k,z,72,-8,29.5,
,t,g,64,-40,29.5,
,o,z,64,-40,29.5,
,w,z,50,16,29.5,
,z,x,64,12,29.5,
,x,z,64,12,29.5,
,h,z,60,-8,29.5,
,n,z,60,-8,29.5,
,u,z,60,-8,29.5,
,z,g,66,-24,29.5,
,o,z,66,-24,29.5,
,z,y,66,-24,29.5,
,z,m,50,-32,29.5,
,z,m,48,-8,29.5,
,z,m,48,-20,29.5,
,m,z,48,-20,29.5,
,g,z,58,-20,29.5,
,h,z,58,8,29.5,
,z,n,58,8,29.5,
,z,u,58,8,29.5,
,z,r,70,4,29.5,
,m,z,48,-36,29.5,
,z,h,62,-12,29.5,
,h,z,62,-12,29.5,
,z,k,62,-12,29.5,
,z,n,62,-12,29.5,
,z,w,50,-24,29.5,
,b,z,66,-32,29.5,
,e,z,66,-32,29.5,
,z,g,66,-32,29.5,
,h,z,66,-32,29.5,
,n,z,66,-32,29.5,
,o,z,66,-32,29.5,
,u,z,66,-32,29.5,
,z,y,66,-32,29.5,
,z,w,50,0,29.5,
,w,z,50,0,29.5,
,z,r,68,28,29.5,
,w,z,50,4,29.5,
,z,m,50,-20,29.5,
,e,z,66,-36,29.5,
,z,g,66,-36,29.5,
,h,z,66,-36,29.5,
,n,z,66,-36,29.5,
,u,z,66,-36,29.5,
,h,z,62,-16,29.5,
,z,k,62,-16,29.5,
,z,n,62,-16,29.5,
,a,z,62,-8,29.5,
,z,h,62,-8,29.5,
,z,n,62,-8,29.5,
,z,u,62,-8,29.5,
,m,z,48,-24,29.5,
,z,h,62,-28,29.5,
,z,s,72,0,29.5,
,c,z,72,-28,29.5,
,z,g,66,-20,29.5,
,z,x,64,16,29.5,
,x,z,64,16,29.5,
,g,z,58,-8,29.5,
,w,z,50,12,29.5,
,z,e,64,8,29.5,
,z,h,56,28,29.5,
,z,k,56,28,29.5,
,n,z,56,28,29.5,
,u,z,56,28,29.5,
,z,p,60,-16,29.5,
,z,g,60,28,29.5,
,v,z,60,28,29.5,
,g,z,64,-36,29.5,
,z,o,64,-36,29.5,
,z,w,52,-20,29.5,
,w,z,52,-20,29.5,
,z,t,72,28,29.5,
,j,z,72,16,29.5,
,z,e,68,-12,29.5,
,y,z,68,-12,29.5,
,z,w,50,-8,29.5,
,v,z,52,-36,29.5,
,b,z,64,-20,29.5,
,z,g,64,-20,29.5,
,z,o,64,-20,29.5,
,o,z,64,-20,29.5,
,u,z,64,-20,29.5,
,z,w,38,-24,29.5,
,a,z,60,16,29.5,
,z,e,60,16,29.5,
,z,n,60,16,29.5,
,o,z,60,16,29.5,
